ID,ID Utilisateur,Nom Utilisateur,Email Utilisateur,ID Formation,Titre Formation,Date Formation,Date Achat
27037,24282,Test Apprenant,testapprenant25@gmail.com,453,Formation Test - Développement Web Avancé,2025-06-09,2025-05-31
27038,24282,Test Apprenant,testapprenant25@gmail.com,454,Formation Test - Cybersécurité Fondamentale,2025-04-20,2025-04-06
27039,24282,Test Apprenant,testapprenant25@gmail.com,455,Formation Test - Développement Web Avancé,2025-05-12,2025-05-10
27040,24282,Test Apprenant,testapprenant25@gmail.com,456,Formation Test - Cybersécurité Fondamentale,2025-05-07,2025-05-07
27041,24498,Ridha Mestiri,ridha.mestiri551@orange.tn,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-09
27042,24811,Mohamed Hamza,mohamed.hamza518@orange.tn,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-11
27043,25142,Bochra Ferchichi,bochra.ferchichi123@outlook.com,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-18
27044,24282,Test Apprenant,testapprenant25@gmail.com,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-04-05
27045,24905,Hajer Hachicha,hajer.hachicha704@outlook.com,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-25
27046,24702,Ines Karray,ines.karray747@outlook.com,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-31
27047,24606,Thouraya Ghanmi,thouraya.ghanmi434@live.com,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-04-01
27048,24832,Imed Ferjani,imed.ferjani808@topnet.tn,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-11
27049,24707,Hiba Ben Youssef,hiba.ben.youssef913@outlook.com,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-12
27050,24689,Mohamed Ben Ali,mohamed.ben.ali350@live.com,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-04-02
27051,24704,Moncef Bouhamed,moncef.bouhamed344@orange.tn,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-12
27052,24835,Jamel Mejri,jamel.mejri736@laposte.net,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-04-04
27053,24775,Dorsaf Mejri,dorsaf.mejri806@live.com,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-31
27054,24652,Zohra Jouini,zohra.jouini324@outlook.com,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-10
27055,24777,Hiba Jelassi,hiba.jelassi904@topnet.tn,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-16
27056,24774,Lassad Gharbi,lassad.gharbi528@gmail.com,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-31
27057,24595,Nesrine Layouni,nesrine.layouni702@laposte.net,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-12
27058,24812,Maroua Hamdi,maroua.hamdi165@yahoo.fr,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-24
27059,24725,Bochra Hadj,bochra.hadj905@hotmail.com,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-19
27060,24738,Cyrine Dridi,cyrine.dridi67@hotmail.com,457,ITIL 4 Foundation - Gestion des Services IT,2025-04-06,2025-03-19
27061,24722,Hajer Hamdi,hajer.hamdi76@gmail.com,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-05-09
27062,25077,Cyrine Karoui,cyrine.karoui658@laposte.net,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-05-02
27063,25104,Wafa Miled,wafa.miled972@topnet.tn,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-05-08
27064,25370,Salma Chebbi,salma.chebbi226@live.com,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-04-22
27065,25028,Moncef Ezzine,moncef.ezzine91@gmail.com,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-04-24
27066,25424,Zeineb Hmida,zeineb.hmida689@gmail.com,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-04-24
27067,25001,Amine Ghali,amine.ghali380@yahoo.fr,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-04-27
27068,25200,Jamel Nabli,jamel.nabli904@hotmail.com,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-05-09
27069,25307,Wafa Meddeb,wafa.meddeb288@gmail.com,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-04-18
27070,25170,Besma Ezzine,besma.ezzine802@orange.tn,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-04-13
27071,25133,Sonia Derbali,sonia.derbali667@orange.tn,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-04-19
27072,25265,Omar Chihaoui,omar.chihaoui342@laposte.net,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-05-04
27073,25255,Intissar Ben Ahmed,intissar.ben.ahmed804@outlook.com,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-04-20
27074,25053,Marwan Meddeb,marwan.meddeb102@outlook.com,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-04-12
27075,25158,Amine Bouslama,amine.bouslama302@yahoo.fr,458,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-12,2025-05-02
27076,24929,Bochra Ben Ahmed,bochra.ben.ahmed627@topnet.tn,459,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-02-23,2025-02-13
27077,25127,Zeineb Fourati,zeineb.fourati889@yahoo.fr,459,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-02-23,2025-02-04
