ID,ID Utilisateur,Nom Utilisateur,ID Session,Formation,Date Session,Présent,Validé,Feedback,Validation Acquis
12277,8130,Test Apprenant,591,Formation Test - Développement Web Avancé,2025-04-29,Oui,Oui,Oui,Oui
12278,8130,Test Apprenant,592,Formation Test - Développement Web Avancé,2025-05-02,Oui,Oui,Oui,Oui
12279,8130,Test Apprenant,593,Formation Test - Développement Web Avancé,2025-05-05,Oui,Oui,Oui,Oui
12280,8130,Test Apprenant,594,Formation Test - Cybersécurité Fondamentale,2025-04-29,Oui,Oui,Oui,Oui
12281,8130,Test Apprenant,595,Formation Test - Cybersécurité Fondamentale,2025-05-02,Oui,Oui,Oui,Oui
12282,8130,Test Apprenant,596,Formation Test - Cybersécurité Fondamentale,2025-05-05,Oui,Oui,Oui,Oui
12283,8130,Test Apprenant,597,Formation Test - Développement Web Avancé,2025-03-30,Oui,Oui,Oui,Oui
12284,8130,Test Apprenant,598,Formation Test - Développement Web Avancé,2025-04-02,Oui,Oui,Oui,Oui
12285,8130,Test Apprenant,599,Formation Test - Développement Web Avancé,2025-04-05,Oui,Oui,Oui,Oui
12286,8130,Test Apprenant,600,Formation Test - Cybersécurité Fondamentale,2025-03-22,Oui,Oui,Oui,Oui
12287,8130,Test Apprenant,601,Formation Test - Cybersécurité Fondamentale,2025-03-25,Oui,Oui,Oui,Oui
12288,8130,Test Apprenant,602,Formation Test - Cybersécurité Fondamentale,2025-03-28,Oui,Oui,Oui,Oui
12289,8410,Ahlem Ezzine,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Non,Non,Non,Non
12290,8323,Hichem Kammoun,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Non,Non,Non,Non
12291,8842,Hatem Chebbi,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Oui,Oui
12292,8708,Adel Mrad,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Oui,Oui
12293,8544,Yosra Mahjoub,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Oui,Oui
12294,8372,Bochra Ben Youssef,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Non,Oui
12295,8626,Bilel Hachicha,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Non,Non,Non,Non
12296,8607,Ahmed Ezzine,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Oui,Oui
12297,8404,Fethi Jebali,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Oui,Oui
12298,8324,Rania Gharbi,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Oui,Oui
12299,8632,Ghazi Bouzid,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Non,Oui
12300,8648,Samia Hajji,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Oui,Oui
12301,8382,Karima Guizani,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Oui,Oui
12302,8569,Salah Louati,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Oui,Oui
12303,8617,Ghazi Chaabane,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Oui,Oui
12304,8536,Youssef Rekik,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Non,Non
12305,8693,Fethi Kammoun,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Oui,Oui
12306,8340,Yosra Limam,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Non,Oui
12307,8679,Adel Hamdi,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Oui,Oui
12308,8710,Zouheir Derbali,603,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,Oui,Oui,Oui,Non
