ID,ID Utilisateur,Nom Utilisateur,Formation,Clarté,Objectifs,Niveau,Formateur,Matériels,Note Globale,Commentaires
14893,18511,Test Apprenant,Formation Test - Développement Web Avancé,3,3,5,3,5,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
14894,18511,Test Apprenant,Formation Test - Développement Web Avancé,5,4,3,4,4,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
14895,18511,Test Apprenant,Formation Test - Développement Web Avancé,3,3,5,5,3,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
14896,18511,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,3,3,5,5,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
14897,18511,Test Apprenant,Formation Test - Cybersécurité Fondamentale,5,5,4,5,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
14898,18511,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,4,3,3,4,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
14899,18511,Test Apprenant,Formation Test - Développement Web Avancé,5,5,4,3,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
14900,18511,Test Apprenant,Formation Test - Développement Web Avancé,4,4,5,3,5,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
14901,18511,Test Apprenant,Formation Test - Développement Web Avancé,3,3,5,4,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
14902,18511,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,4,4,3,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
14903,18511,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,5,4,4,4,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
14904,18511,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,4,5,3,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
14905,19346,Moncef Derbali,ITIL 4 Foundation - Gestion des Services IT,4,3,3,3,5,4,"Contenu bien structuré, formateur compétent."
14906,19391,Najoua Mahjoub,ITIL 4 Foundation - Gestion des Services IT,3,3,5,4,4,5,Formation très intéressante et enrichissante.
14907,19272,Hedi Hadj,ITIL 4 Foundation - Gestion des Services IT,5,4,3,3,4,5,"Contenu bien structuré, formateur compétent."
14908,19147,Jihene Jazi,ITIL 4 Foundation - Gestion des Services IT,4,3,5,5,5,5,"Contenu bien structuré, formateur compétent."
14909,19392,Dali Gharbi,ITIL 4 Foundation - Gestion des Services IT,5,5,4,4,5,5,"Contenu bien structuré, formateur compétent."
14910,19154,Maroua Hamza,ITIL 4 Foundation - Gestion des Services IT,4,4,4,5,3,5,"Contenu bien structuré, formateur compétent."
14911,19371,Taoufik Hmida,ITIL 4 Foundation - Gestion des Services IT,4,3,3,4,4,3,Formation très intéressante et enrichissante.
14912,19208,Zied Hajji,ITIL 4 Foundation - Gestion des Services IT,5,5,5,4,3,3,"Contenu bien structuré, formateur compétent."
14913,19246,Adel Hachicha,ITIL 4 Foundation - Gestion des Services IT,5,5,3,4,4,3,"Contenu bien structuré, formateur compétent."
14914,19164,Nabil Chaabane,ITIL 4 Foundation - Gestion des Services IT,4,4,5,4,4,4,"Contenu bien structuré, formateur compétent."
14915,19215,Makram Chedly,ITIL 4 Foundation - Gestion des Services IT,5,5,4,5,3,3,"Contenu bien structuré, formateur compétent."
14916,19296,Tarek Miled,ITIL 4 Foundation - Gestion des Services IT,4,5,3,4,3,3,Formation très intéressante et enrichissante.
14917,19254,Intissar Hmida,ITIL 4 Foundation - Gestion des Services IT,3,5,5,3,5,4,"Contenu bien structuré, formateur compétent."
14918,19385,Ahlem Hmida,ITIL 4 Foundation - Gestion des Services IT,4,3,4,4,5,5,"Contenu bien structuré, formateur compétent."
14919,19393,Yosra Sellami,ITIL 4 Foundation - Gestion des Services IT,4,5,5,4,5,3,Formation très intéressante et enrichissante.
14920,19211,Lassad Karray,ITIL 4 Foundation - Gestion des Services IT,4,5,5,5,5,5,"Contenu bien structuré, formateur compétent."
14921,19409,Zouheir Chedly,ITIL 4 Foundation - Gestion des Services IT,3,4,3,3,3,3,Formation très intéressante et enrichissante.
14922,19298,Hedi Hamza,ITIL 4 Foundation - Gestion des Services IT,3,3,4,4,4,3,Formation très intéressante et enrichissante.
14923,19346,Moncef Derbali,ITIL 4 Foundation - Gestion des Services IT,3,5,3,4,3,3,"Contenu bien structuré, formateur compétent."
14924,19341,Latifa Ouali,ITIL 4 Foundation - Gestion des Services IT,5,5,4,4,3,3,Formation très intéressante et enrichissante.
14925,19392,Dali Gharbi,ITIL 4 Foundation - Gestion des Services IT,3,3,5,4,5,4,Formation très intéressante et enrichissante.
14926,19154,Maroua Hamza,ITIL 4 Foundation - Gestion des Services IT,3,3,4,3,3,4,Formation très intéressante et enrichissante.
14927,19302,Rim Jelassi,ITIL 4 Foundation - Gestion des Services IT,4,3,3,5,3,4,Formation très intéressante et enrichissante.
14928,19371,Taoufik Hmida,ITIL 4 Foundation - Gestion des Services IT,5,4,3,3,5,5,"Contenu bien structuré, formateur compétent."
14929,19208,Zied Hajji,ITIL 4 Foundation - Gestion des Services IT,3,4,5,4,4,4,Formation très intéressante et enrichissante.
14930,19317,Najoua Meddeb,ITIL 4 Foundation - Gestion des Services IT,5,5,5,3,3,3,Formation très intéressante et enrichissante.
14931,19215,Makram Chedly,ITIL 4 Foundation - Gestion des Services IT,5,3,3,4,3,5,"Contenu bien structuré, formateur compétent."
14932,19296,Tarek Miled,ITIL 4 Foundation - Gestion des Services IT,3,4,5,3,5,3,"Contenu bien structuré, formateur compétent."
14933,19273,Ali Dali,ITIL 4 Foundation - Gestion des Services IT,5,3,5,4,3,5,"Contenu bien structuré, formateur compétent."
14934,19320,Najoua Karray,ITIL 4 Foundation - Gestion des Services IT,4,4,5,3,4,4,"Contenu bien structuré, formateur compétent."
14935,19385,Ahlem Hmida,ITIL 4 Foundation - Gestion des Services IT,3,4,3,3,4,5,Formation très intéressante et enrichissante.
14936,19393,Yosra Sellami,ITIL 4 Foundation - Gestion des Services IT,4,4,5,5,3,4,"Contenu bien structuré, formateur compétent."
14937,19211,Lassad Karray,ITIL 4 Foundation - Gestion des Services IT,3,5,3,4,4,4,Formation très intéressante et enrichissante.
14938,19409,Zouheir Chedly,ITIL 4 Foundation - Gestion des Services IT,4,5,3,4,4,3,Formation très intéressante et enrichissante.
14939,19298,Hedi Hamza,ITIL 4 Foundation - Gestion des Services IT,3,4,3,5,4,3,"Contenu bien structuré, formateur compétent."
14940,19169,Dorsaf Neffati,ITIL 4 Foundation - Gestion des Services IT,3,5,3,4,5,4,Formation très intéressante et enrichissante.
14941,19391,Najoua Mahjoub,ITIL 4 Foundation - Gestion des Services IT,3,5,3,4,4,3,Formation très intéressante et enrichissante.
14942,19341,Latifa Ouali,ITIL 4 Foundation - Gestion des Services IT,5,3,5,3,3,5,"Contenu bien structuré, formateur compétent."
14943,19147,Jihene Jazi,ITIL 4 Foundation - Gestion des Services IT,3,3,5,3,5,5,"Contenu bien structuré, formateur compétent."
14944,19172,Bassem Dridi,ITIL 4 Foundation - Gestion des Services IT,5,5,5,5,5,4,"Contenu bien structuré, formateur compétent."
14945,19154,Maroua Hamza,ITIL 4 Foundation - Gestion des Services IT,4,3,5,5,5,3,"Contenu bien structuré, formateur compétent."
14946,19302,Rim Jelassi,ITIL 4 Foundation - Gestion des Services IT,4,3,5,5,4,5,"Contenu bien structuré, formateur compétent."
14947,19371,Taoufik Hmida,ITIL 4 Foundation - Gestion des Services IT,4,5,5,5,5,4,Formation très intéressante et enrichissante.
14948,19208,Zied Hajji,ITIL 4 Foundation - Gestion des Services IT,4,3,3,4,3,3,"Contenu bien structuré, formateur compétent."
14949,19317,Najoua Meddeb,ITIL 4 Foundation - Gestion des Services IT,5,3,4,5,4,4,"Contenu bien structuré, formateur compétent."
14950,19246,Adel Hachicha,ITIL 4 Foundation - Gestion des Services IT,5,4,3,3,5,5,Formation très intéressante et enrichissante.
