ID,ID Utilisateur,Nom Utilisateur,Email Utilisateur,ID Formation,Titre Formation,Date Formation,Date Achat
19547,19414,Wided Horchani,wided.horchani286@hotmail.com,363,AWS Certified Solutions Architect - Associate,2025-01-20,2024-12-21
19548,19414,Wided Horchani,wided.horchani286@hotmail.com,371,Intelligence Artificielle pour managers,2025-03-17,2025-03-02
19549,19415,Samir Jelassi,samir.jelassi761@gmail.com,356,Formation Test - Développement Web Avancé,2025-05-18,2025-04-20
19550,19416,Ghada Mabrouk,ghada.mabrouk822@gmail.com,363,AWS Certified Solutions Architect - Associate,2025-01-20,2024-12-30
19551,19416,Ghada Mabrouk,ghada.mabrouk822@gmail.com,370,Blockchain pour les entreprises,2025-02-17,2025-02-07
19552,19417,Wided Mrad,wided.mrad104@outlook.com,365,Google Cloud Professional Cloud Architect,2025-01-12,2024-12-19
19553,19417,Wided Mrad,wided.mrad104@outlook.com,363,AWS Certified Solutions Architect - Associate,2025-01-20,2025-01-02
19554,19418,Yasmine Horchani,yasmine.horchani886@outlook.com,367,Project Management Professional (PMP),2025-03-01,2025-02-02
19555,19418,Yasmine Horchani,yasmine.horchani886@outlook.com,361,"ITIL 4 Strategist: Direct, Plan and Improve",2025-03-04,2025-02-06
19556,19418,Yasmine Horchani,yasmine.horchani886@outlook.com,370,Blockchain pour les entreprises,2025-02-17,2025-02-09
19557,19420,Khadija Chebbi,khadija.chebbi639@topnet.tn,364,Microsoft Azure Administrator,2025-02-09,2025-02-08
19558,19420,Khadija Chebbi,khadija.chebbi639@topnet.tn,367,Project Management Professional (PMP),2025-03-01,2025-02-07
19559,19421,Rania Mabrouk,rania.mabrouk283@orange.tn,354,Formation Test - Développement Web Avancé,2025-05-05,2025-04-22
19560,19422,Besma Essid,besma.essid593@gmail.com,367,Project Management Professional (PMP),2025-03-01,2025-02-15
19561,19422,Besma Essid,besma.essid593@gmail.com,354,Formation Test - Développement Web Avancé,2025-05-05,2025-04-21
19562,19422,Besma Essid,besma.essid593@gmail.com,360,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2024-12-27,2024-12-14
19563,19423,Tarek Kchir,tarek.kchir28@yahoo.fr,368,Certified Information Systems Security Professional (CISSP),2025-04-03,2025-03-25
19564,19423,Tarek Kchir,tarek.kchir28@yahoo.fr,370,Blockchain pour les entreprises,2025-02-17,2025-01-20
19565,19426,Emad Laabidi,emad.laabidi503@hotmail.com,360,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2024-12-27,2024-12-19
19566,19426,Emad Laabidi,emad.laabidi503@hotmail.com,359,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-26,2025-03-09
19567,19427,Rim Bouslama,rim.bouslama837@hotmail.com,364,Microsoft Azure Administrator,2025-02-09,2025-01-12
19568,19427,Rim Bouslama,rim.bouslama837@hotmail.com,362,DevOps Foundation,2025-04-14,2025-04-01
19569,19427,Rim Bouslama,rim.bouslama837@hotmail.com,369,Data Science avec Python,2025-02-09,2025-01-11
19570,19428,Hajer Ben Ali,hajer.ben.ali618@live.com,356,Formation Test - Développement Web Avancé,2025-05-18,2025-05-12
19571,19428,Hajer Ben Ali,hajer.ben.ali618@live.com,363,AWS Certified Solutions Architect - Associate,2025-01-20,2025-01-17
19572,19428,Hajer Ben Ali,hajer.ben.ali618@live.com,358,ITIL 4 Foundation - Gestion des Services IT,2024-12-22,2024-11-25
19573,19431,Kenza Bouaziz,kenza.bouaziz958@outlook.com,368,Certified Information Systems Security Professional (CISSP),2025-04-03,2025-03-25
19574,19431,Kenza Bouaziz,kenza.bouaziz958@outlook.com,356,Formation Test - Développement Web Avancé,2025-05-18,2025-04-20
19575,19435,Omar Labidi,omar.labidi930@orange.tn,359,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-26,2025-03-04
19576,19435,Omar Labidi,omar.labidi930@orange.tn,360,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2024-12-27,2024-12-11
19577,19435,Omar Labidi,omar.labidi930@orange.tn,370,Blockchain pour les entreprises,2025-02-17,2025-02-07
19578,19436,Ines Derbali,ines.derbali619@topnet.tn,372,Cybersécurité opérationnelle,2025-05-08,2025-05-06
19579,19436,Ines Derbali,ines.derbali619@topnet.tn,359,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-26,2025-03-07
19580,19437,Najoua Ben Ahmed,najoua.ben.ahmed573@outlook.com,368,Certified Information Systems Security Professional (CISSP),2025-04-03,2025-03-10
19581,19439,Rim Feriani,rim.feriani50@hotmail.com,354,Formation Test - Développement Web Avancé,2025-05-05,2025-04-25
19582,19440,Makram Jelassi,makram.jelassi912@topnet.tn,357,Formation Test - Cybersécurité Fondamentale,2025-03-15,2025-03-11
19583,19440,Makram Jelassi,makram.jelassi912@topnet.tn,360,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2024-12-27,2024-12-11
19584,19440,Makram Jelassi,makram.jelassi912@topnet.tn,359,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-26,2025-03-06
19585,19442,Thouraya Mansouri,thouraya.mansouri202@topnet.tn,361,"ITIL 4 Strategist: Direct, Plan and Improve",2025-03-04,2025-02-18
19586,19444,Ridha Daoud,ridha.daoud81@laposte.net,356,Formation Test - Développement Web Avancé,2025-05-18,2025-04-19
19587,19445,Nour Jemli,nour.jemli229@yahoo.fr,360,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2024-12-27,2024-12-22
19588,19446,Chedly Karoui,chedly.karoui628@laposte.net,360,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2024-12-27,2024-12-18
19589,19446,Chedly Karoui,chedly.karoui628@laposte.net,355,Formation Test - Cybersécurité Fondamentale,2025-03-10,2025-02-14
19590,19448,Youssef Neffati,youssef.neffati556@laposte.net,367,Project Management Professional (PMP),2025-03-01,2025-02-02
19591,19449,Dorra Chaabane,dorra.chaabane402@orange.tn,358,ITIL 4 Foundation - Gestion des Services IT,2024-12-22,2024-11-22
19592,19450,Zohra Ouali,zohra.ouali135@live.com,364,Microsoft Azure Administrator,2025-02-09,2025-02-08
19593,19450,Zohra Ouali,zohra.ouali135@live.com,358,ITIL 4 Foundation - Gestion des Services IT,2024-12-22,2024-11-24
19594,19451,Ines Mejri,ines.mejri959@outlook.com,358,ITIL 4 Foundation - Gestion des Services IT,2024-12-22,2024-12-09
19595,19451,Ines Mejri,ines.mejri959@outlook.com,367,Project Management Professional (PMP),2025-03-01,2025-02-16
19596,19451,Ines Mejri,ines.mejri959@outlook.com,372,Cybersécurité opérationnelle,2025-05-08,2025-05-07
19597,19453,Chedly Benhassan,chedly.benhassan775@topnet.tn,355,Formation Test - Cybersécurité Fondamentale,2025-03-10,2025-02-25
19598,19453,Chedly Benhassan,chedly.benhassan775@topnet.tn,360,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2024-12-27,2024-12-02
19599,19453,Chedly Benhassan,chedly.benhassan775@topnet.tn,366,Scrum Master Certified,2025-03-29,2025-03-29
19600,19454,Kais Gabsi,kais.gabsi624@topnet.tn,362,DevOps Foundation,2025-04-14,2025-04-09
19601,19454,Kais Gabsi,kais.gabsi624@topnet.tn,363,AWS Certified Solutions Architect - Associate,2025-01-20,2025-01-03
19602,19455,Myriam Jebali,myriam.jebali558@hotmail.com,358,ITIL 4 Foundation - Gestion des Services IT,2024-12-22,2024-12-13
19603,19455,Myriam Jebali,myriam.jebali558@hotmail.com,369,Data Science avec Python,2025-02-09,2025-01-15
19604,19456,Slim Hassen,slim.hassen544@yahoo.fr,365,Google Cloud Professional Cloud Architect,2025-01-12,2025-01-03
19605,19456,Slim Hassen,slim.hassen544@yahoo.fr,362,DevOps Foundation,2025-04-14,2025-04-06
19606,19456,Slim Hassen,slim.hassen544@yahoo.fr,356,Formation Test - Développement Web Avancé,2025-05-18,2025-05-14
19607,19457,Jihene Jazi,jihene.jazi555@outlook.com,361,"ITIL 4 Strategist: Direct, Plan and Improve",2025-03-04,2025-02-10
19608,19458,Mohamed Ben Ali,mohamed.ben.ali367@orange.tn,354,Formation Test - Développement Web Avancé,2025-05-05,2025-04-15
19609,19459,Ikram Khlif,ikram.khlif910@gmail.com,370,Blockchain pour les entreprises,2025-02-17,2025-01-20
19610,19459,Ikram Khlif,ikram.khlif910@gmail.com,367,Project Management Professional (PMP),2025-03-01,2025-02-14
19611,19459,Ikram Khlif,ikram.khlif910@gmail.com,358,ITIL 4 Foundation - Gestion des Services IT,2024-12-22,2024-12-06
19612,19461,Hatem Ben Youssef,hatem.ben.youssef739@gmail.com,359,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-26,2025-03-20
19613,19461,Hatem Ben Youssef,hatem.ben.youssef739@gmail.com,361,"ITIL 4 Strategist: Direct, Plan and Improve",2025-03-04,2025-02-21
19614,19462,Hedi Landolsi,hedi.landolsi821@gmail.com,357,Formation Test - Cybersécurité Fondamentale,2025-03-15,2025-02-21
19615,19463,Ghazi Ferchichi,ghazi.ferchichi638@yahoo.fr,366,Scrum Master Certified,2025-03-29,2025-03-11
19616,19463,Ghazi Ferchichi,ghazi.ferchichi638@yahoo.fr,357,Formation Test - Cybersécurité Fondamentale,2025-03-15,2025-02-14
19617,19463,Ghazi Ferchichi,ghazi.ferchichi638@yahoo.fr,361,"ITIL 4 Strategist: Direct, Plan and Improve",2025-03-04,2025-02-19
19618,19465,Thouraya Dhouib,thouraya.dhouib171@outlook.com,355,Formation Test - Cybersécurité Fondamentale,2025-03-10,2025-03-01
19619,19465,Thouraya Dhouib,thouraya.dhouib171@outlook.com,372,Cybersécurité opérationnelle,2025-05-08,2025-04-28
19620,19465,Thouraya Dhouib,thouraya.dhouib171@outlook.com,361,"ITIL 4 Strategist: Direct, Plan and Improve",2025-03-04,2025-02-18
19621,19466,Thouraya Bouslama,thouraya.bouslama2@topnet.tn,372,Cybersécurité opérationnelle,2025-05-08,2025-04-27
19622,19466,Thouraya Bouslama,thouraya.bouslama2@topnet.tn,357,Formation Test - Cybersécurité Fondamentale,2025-03-15,2025-03-02
19623,19467,Takwa Jebali,takwa.jebali679@live.com,360,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2024-12-27,2024-12-21
19624,19468,Dalila Fkih,dalila.fkih929@gmail.com,372,Cybersécurité opérationnelle,2025-05-08,2025-05-07
19625,19468,Dalila Fkih,dalila.fkih929@gmail.com,361,"ITIL 4 Strategist: Direct, Plan and Improve",2025-03-04,2025-02-20
19626,19469,Farouk Jazi,farouk.jazi302@topnet.tn,369,Data Science avec Python,2025-02-09,2025-02-02
19627,19472,Ghazi Rekik,ghazi.rekik802@yahoo.fr,365,Google Cloud Professional Cloud Architect,2025-01-12,2024-12-26
19628,19473,Wael Hachicha,wael.hachicha597@live.com,357,Formation Test - Cybersécurité Fondamentale,2025-03-15,2025-03-12
19629,19475,Kenza Hadj,kenza.hadj417@gmail.com,354,Formation Test - Développement Web Avancé,2025-05-05,2025-04-12
19630,19476,Mariam Nasri,mariam.nasri187@topnet.tn,361,"ITIL 4 Strategist: Direct, Plan and Improve",2025-03-04,2025-02-20
19631,19476,Mariam Nasri,mariam.nasri187@topnet.tn,367,Project Management Professional (PMP),2025-03-01,2025-02-28
19632,19476,Mariam Nasri,mariam.nasri187@topnet.tn,369,Data Science avec Python,2025-02-09,2025-01-25
19633,19477,Nader Ktari,nader.ktari168@yahoo.fr,354,Formation Test - Développement Web Avancé,2025-05-05,2025-04-25
19634,19478,Karim Ben Ahmed,karim.ben.ahmed306@yahoo.fr,358,ITIL 4 Foundation - Gestion des Services IT,2024-12-22,2024-12-18
19635,19479,Rania Khedher,rania.khedher576@orange.tn,361,"ITIL 4 Strategist: Direct, Plan and Improve",2025-03-04,2025-02-15
19636,19479,Rania Khedher,rania.khedher576@orange.tn,362,DevOps Foundation,2025-04-14,2025-03-29
