ID,ID Utilisateur,Nom Utilisateur,Email Utilisateur,ID Formation,Titre Formation,Date Formation,Date Achat
3283,6977,Test Apprenant,testapprenant25@gmail.com,156,Formation Test - Développement Web Avancé,2025-04-06,2025-04-02
3284,6977,Test Apprenant,testapprenant25@gmail.com,157,Formation Test - Cybersécurité Fondamentale,2025-04-14,2025-04-02
3285,6977,Test Apprenant,testapprenant25@gmail.com,158,Formation Test - Développement Web Avancé,2025-03-25,2025-03-21
3286,6977,Test Apprenant,testapprenant25@gmail.com,159,Formation Test - Cybersécurité Fondamentale,2025-04-02,2025-03-28
3287,7539,Omar Nabli,omar.nabli79@laposte.net,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-11
3288,7719,Besma Dhouib,besma.dhouib140@orange.tn,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-10
3289,8103,Lassad Ben Ahmed,lassad.ben.ahmed102@gmail.com,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-20
3290,7956,Farouk Rekik,farouk.rekik318@laposte.net,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-26
3291,7978,Samir Maaloul,samir.maaloul748@live.com,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-14
3292,7932,Ahlem Chebbi,ahlem.chebbi99@topnet.tn,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-05-03
3293,7934,Yosra Ghanmi,yosra.ghanmi963@hotmail.com,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-16
3294,7927,Dorra Hamdi,dorra.hamdi474@live.com,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-14
3295,7942,Bochra Fourati,bochra.fourati582@yahoo.fr,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-24
3296,7982,Lobna Dali,lobna.dali873@topnet.tn,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-18
3297,7973,Hichem Khlif,hichem.khlif823@yahoo.fr,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-14
3298,7975,Dalila Marzouki,dalila.marzouki581@laposte.net,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-19
3299,7913,Karima Hajji,karima.hajji856@orange.tn,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-15
3300,8019,Tarek Benhassan,tarek.benhassan161@gmail.com,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-05-02
3301,7948,Fadia Khlif,fadia.khlif906@hotmail.com,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-22
3302,7998,Rami Trabelsi,rami.trabelsi92@orange.tn,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-12
3303,7593,Bochra Marzouki,bochra.marzouki190@gmail.com,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-10
3304,7173,Dorsaf Bouaziz,dorsaf.bouaziz812@topnet.tn,160,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,2025-04-06
3305,7764,Noureddine Labidi,noureddine.labidi157@laposte.net,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-02-15
3306,7369,Omar Limam,omar.limam2@topnet.tn,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-02-11
3307,7507,Fadia Chedly,fadia.chedly49@laposte.net,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-02-01
3308,7459,Ridha Neffati,ridha.neffati457@topnet.tn,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-02-18
3309,7495,Hedi Neffati,hedi.neffati500@yahoo.fr,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-02-11
3310,7536,Rania Chihaoui,rania.chihaoui115@laposte.net,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-02-11
3311,7339,Chiraz Chaieb,chiraz.chaieb607@live.com,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-02-11
3312,7389,Emad Trabelsi,emad.trabelsi622@outlook.com,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-01-23
3313,7520,Thouraya Khlif,thouraya.khlif498@gmail.com,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-01-29
3314,7348,Fadia Khlif,fadia.khlif525@outlook.com,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-02-10
3315,7554,Salah Miled,salah.miled119@outlook.com,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-02-11
3316,7342,Hiba Jelassi,hiba.jelassi493@topnet.tn,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-01-26
3317,7347,Khaled Omrani,khaled.omrani677@hotmail.com,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-02-15
3318,7360,Mehdi Mahjoub,mehdi.mahjoub352@hotmail.com,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-02-03
3319,7364,Dorsaf Fourati,dorsaf.fourati207@laposte.net,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-01-30
3320,7458,Dalila Karoui,dalila.karoui661@yahoo.fr,161,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-02-18,2025-01-26
3321,7349,Cyrine Jouini,cyrine.jouini512@outlook.com,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-15
3322,7264,Ghada Ghorbel,ghada.ghorbel450@orange.tn,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-10
3323,7739,Latifa Mejri,latifa.mejri811@hotmail.com,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-02
3324,7983,Nesrine Mabrouk,nesrine.mabrouk528@outlook.com,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-13
3325,7897,Cyrine Mejri,cyrine.mejri363@topnet.tn,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-12
3326,7918,Rami Guizani,rami.guizani902@live.com,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-01
3327,7968,Farah Chaieb,farah.chaieb635@yahoo.fr,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-19
3328,7928,Hana Labidi,hana.labidi665@live.com,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-03-29
3329,7938,Hichem Jemli,hichem.jemli807@outlook.com,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-25
3330,7993,Emad Chaabane,emad.chaabane484@gmail.com,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-03
3331,8011,Rania Karray,rania.karray316@live.com,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-21
3332,7979,Moez Jebali,moez.jebali492@hotmail.com,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-22
3333,7959,Emna Hadj,emna.hadj138@laposte.net,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-22
3334,7956,Farouk Rekik,farouk.rekik318@laposte.net,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-17
3335,7995,Wided Hachicha,wided.hachicha146@outlook.com,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-06
3336,8010,Dali Sellami,dali.sellami182@orange.tn,162,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-04-27,2025-04-03
3337,7397,Kais Miled,kais.miled751@live.com,163,"ITIL 4 Strategist: Direct, Plan and Improve",2025-02-04,2025-01-19
3338,7460,Najoua Laabidi,najoua.laabidi241@laposte.net,163,"ITIL 4 Strategist: Direct, Plan and Improve",2025-02-04,2025-01-08
3339,7849,Yassine Ghanmi,yassine.ghanmi976@live.com,163,"ITIL 4 Strategist: Direct, Plan and Improve",2025-02-04,2025-01-13
