ID,ID Utilisateur,Nom Utilisateur,ID Session,Formation,Date Session,Présent,Validé,Feedback,Validation Acquis
11137,6977,Test Apprenant,521,Formation Test - Développement Web Avancé,2025-04-06,Oui,Oui,Oui,Oui
11138,6977,Test Apprenant,522,Formation Test - Développement Web Avancé,2025-04-09,Oui,Oui,Oui,Oui
11139,6977,Test Apprenant,523,Formation Test - Développement Web Avancé,2025-04-12,Oui,Oui,Oui,Oui
11140,6977,Test Apprenant,524,Formation Test - Cybersécurité Fondamentale,2025-04-14,Oui,Oui,Oui,Oui
11141,6977,Test Apprenant,525,Formation Test - Cybersécurité Fondamentale,2025-04-17,Oui,Oui,Oui,Oui
11142,6977,Test Apprenant,526,Formation Test - Cybersécurité Fondamentale,2025-04-20,Oui,Oui,Oui,Oui
11143,6977,Test Apprenant,527,Formation Test - Développement Web Avancé,2025-03-25,Oui,Oui,Oui,Oui
11144,6977,Test Apprenant,528,Formation Test - Développement Web Avancé,2025-03-28,Oui,Oui,Oui,Oui
11145,6977,Test Apprenant,529,Formation Test - Développement Web Avancé,2025-03-31,Oui,Oui,Oui,Oui
11146,6977,Test Apprenant,530,Formation Test - Cybersécurité Fondamentale,2025-04-02,Oui,Oui,Oui,Oui
11147,6977,Test Apprenant,531,Formation Test - Cybersécurité Fondamentale,2025-04-05,Oui,Oui,Oui,Oui
11148,6977,Test Apprenant,532,Formation Test - Cybersécurité Fondamentale,2025-04-08,Oui,Oui,Oui,Oui
11149,7539,Omar Nabli,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Oui,Non
11150,7719,Besma Dhouib,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Oui,Oui
11151,8103,Lassad Ben Ahmed,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Oui,Oui
11152,7956,Farouk Rekik,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Non,Oui
11153,7978,Samir Maaloul,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Oui,Oui
11154,7932,Ahlem Chebbi,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Oui,Oui
11155,7934,Yosra Ghanmi,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Non,Non,Non,Non
11156,7927,Dorra Hamdi,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Non,Non,Non,Non
11157,7942,Bochra Fourati,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Non,Non
11158,7982,Lobna Dali,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Oui,Non
11159,7973,Hichem Khlif,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Non,Oui
11160,7975,Dalila Marzouki,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Oui,Oui
11161,7913,Karima Hajji,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Non,Oui
11162,8019,Tarek Benhassan,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Oui,Oui
11163,7948,Fadia Khlif,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Oui,Oui
11164,7998,Rami Trabelsi,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Oui,Oui
11165,7593,Bochra Marzouki,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Oui,Oui,Non,Oui
11166,7173,Dorsaf Bouaziz,533,ITIL 4 Foundation - Gestion des Services IT,2025-05-06,Non,Non,Non,Non
11167,7539,Omar Nabli,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Non,Non,Non,Non
11168,7719,Besma Dhouib,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Non,Oui
11169,8103,Lassad Ben Ahmed,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Oui,Non
11170,7956,Farouk Rekik,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Non,Oui
11171,7978,Samir Maaloul,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Oui,Non
11172,7932,Ahlem Chebbi,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Oui,Non
11173,7934,Yosra Ghanmi,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Oui,Oui
11174,7927,Dorra Hamdi,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Oui,Oui
11175,7942,Bochra Fourati,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Oui,Oui
11176,7982,Lobna Dali,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Oui,Oui
11177,7973,Hichem Khlif,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Non,Oui
11178,7975,Dalila Marzouki,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Oui,Oui
11179,7913,Karima Hajji,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Oui,Oui
11180,8019,Tarek Benhassan,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Oui,Oui
11181,7948,Fadia Khlif,534,ITIL 4 Foundation - Gestion des Services IT,2025-05-08,Oui,Oui,Oui,Oui
