ID,ID Utilisateur,Nom Utilisateur,Formation,Clarté,Objectifs,Niveau,Formateur,Matériels,Note Globale,Commentaires
6337,6977,Test Apprenant,Formation Test - Développement Web Avancé,4,4,5,5,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
6338,6977,Test Apprenant,Formation Test - Développement Web Avancé,3,4,4,5,4,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
6339,6977,Test Apprenant,Formation Test - Développement Web Avancé,5,4,4,3,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
6340,6977,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,3,4,3,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
6341,6977,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,4,5,5,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
6342,6977,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,5,3,3,5,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
6343,6977,Test Apprenant,Formation Test - Développement Web Avancé,4,4,5,4,3,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
6344,6977,Test Apprenant,Formation Test - Développement Web Avancé,4,5,5,4,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
6345,6977,Test Apprenant,Formation Test - Développement Web Avancé,3,5,3,3,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
6346,6977,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,4,5,3,5,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
6347,6977,Test Apprenant,Formation Test - Cybersécurité Fondamentale,5,4,4,4,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
6348,6977,Test Apprenant,Formation Test - Cybersécurité Fondamentale,5,4,4,4,3,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
6349,7539,Omar Nabli,ITIL 4 Foundation - Gestion des Services IT,5,5,4,4,3,4,Formation très intéressante et enrichissante.
6350,7719,Besma Dhouib,ITIL 4 Foundation - Gestion des Services IT,3,3,5,3,4,3,Formation très intéressante et enrichissante.
6351,8103,Lassad Ben Ahmed,ITIL 4 Foundation - Gestion des Services IT,4,5,4,4,4,5,Formation très intéressante et enrichissante.
6352,7978,Samir Maaloul,ITIL 4 Foundation - Gestion des Services IT,3,4,4,5,4,4,Formation très intéressante et enrichissante.
6353,7932,Ahlem Chebbi,ITIL 4 Foundation - Gestion des Services IT,4,5,3,3,4,5,"Contenu bien structuré, formateur compétent."
6354,7982,Lobna Dali,ITIL 4 Foundation - Gestion des Services IT,4,3,5,5,3,5,"Contenu bien structuré, formateur compétent."
6355,7975,Dalila Marzouki,ITIL 4 Foundation - Gestion des Services IT,4,4,5,3,3,5,"Contenu bien structuré, formateur compétent."
6356,8019,Tarek Benhassan,ITIL 4 Foundation - Gestion des Services IT,3,5,3,3,3,4,Formation très intéressante et enrichissante.
6357,7948,Fadia Khlif,ITIL 4 Foundation - Gestion des Services IT,4,4,4,4,4,3,"Contenu bien structuré, formateur compétent."
6358,7998,Rami Trabelsi,ITIL 4 Foundation - Gestion des Services IT,5,4,4,5,4,5,"Contenu bien structuré, formateur compétent."
