ID,ID Utilisateur,Nom Utilisateur,Formation,Compétences Avant (moyenne),Compétences Après (moyenne),Progression (%)
7090,6977,Test Apprenant,Formation Test - Développement Web Avancé,4,8,400
7091,6977,Test Apprenant,Formation Test - Développement Web Avancé,4,8,400
7092,6977,Test Apprenant,Formation Test - Développement Web Avancé,4,8,400
7093,6977,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,8,400
7094,6977,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,8,400
7095,6977,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,8,400
7096,6977,Test Apprenant,Formation Test - Développement Web Avancé,4,8,400
7097,6977,Test Apprenant,Formation Test - Développement Web Avancé,4,8,400
7098,6977,Test Apprenant,Formation Test - Développement Web Avancé,4,8,400
7099,6977,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,8,400
7100,6977,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,8,400
7101,6977,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,8,400
7102,7719,Besma Dhouib,ITIL 4 Foundation - Gestion des Services IT,5.75,8.25,250
7103,8103,Lassad Ben Ahmed,ITIL 4 Foundation - Gestion des Services IT,4,8.25,425
7104,7956,Farouk Rekik,ITIL 4 Foundation - Gestion des Services IT,4,9,500
7105,7978,Samir Maaloul,ITIL 4 Foundation - Gestion des Services IT,4,8.25,425
7106,7932,Ahlem Chebbi,ITIL 4 Foundation - Gestion des Services IT,3.5,6.25,275
7107,7973,Hichem Khlif,ITIL 4 Foundation - Gestion des Services IT,1,4.75,375
7108,7975,Dalila Marzouki,ITIL 4 Foundation - Gestion des Services IT,3.5,6,250
7109,7913,Karima Hajji,ITIL 4 Foundation - Gestion des Services IT,3.25,7.75,450
7110,8019,Tarek Benhassan,ITIL 4 Foundation - Gestion des Services IT,4.25,9.75,550
7111,7948,Fadia Khlif,ITIL 4 Foundation - Gestion des Services IT,2,6.75,475
7112,7998,Rami Trabelsi,ITIL 4 Foundation - Gestion des Services IT,2,6.5,450
7113,7593,Bochra Marzouki,ITIL 4 Foundation - Gestion des Services IT,5,8.5,350
7114,7719,Besma Dhouib,ITIL 4 Foundation - Gestion des Services IT,3.75,6,225
7115,7956,Farouk Rekik,ITIL 4 Foundation - Gestion des Services IT,2,7.5,550
7116,7934,Yosra Ghanmi,ITIL 4 Foundation - Gestion des Services IT,4.25,9,475
7117,7927,Dorra Hamdi,ITIL 4 Foundation - Gestion des Services IT,5,8,300
7118,7942,Bochra Fourati,ITIL 4 Foundation - Gestion des Services IT,4.75,7,225
7119,7982,Lobna Dali,ITIL 4 Foundation - Gestion des Services IT,3.75,7.25,350
7120,7973,Hichem Khlif,ITIL 4 Foundation - Gestion des Services IT,2.75,6.5,375
7121,7975,Dalila Marzouki,ITIL 4 Foundation - Gestion des Services IT,5,8.25,325
7122,7913,Karima Hajji,ITIL 4 Foundation - Gestion des Services IT,5,7.75,275
7123,8019,Tarek Benhassan,ITIL 4 Foundation - Gestion des Services IT,3,7,400
7124,7948,Fadia Khlif,ITIL 4 Foundation - Gestion des Services IT,3.25,6.25,300
7125,7998,Rami Trabelsi,ITIL 4 Foundation - Gestion des Services IT,2.25,8.25,600
7126,7539,Omar Nabli,ITIL 4 Foundation - Gestion des Services IT,4,8,400
7127,7719,Besma Dhouib,ITIL 4 Foundation - Gestion des Services IT,4.75,9,425
7128,8103,Lassad Ben Ahmed,ITIL 4 Foundation - Gestion des Services IT,4.5,8.75,425
7129,7956,Farouk Rekik,ITIL 4 Foundation - Gestion des Services IT,3.75,7.75,400
7130,7978,Samir Maaloul,ITIL 4 Foundation - Gestion des Services IT,3.5,7,350
7131,7932,Ahlem Chebbi,ITIL 4 Foundation - Gestion des Services IT,3.75,6.75,300
7132,7927,Dorra Hamdi,ITIL 4 Foundation - Gestion des Services IT,4.5,6.25,175
7133,7982,Lobna Dali,ITIL 4 Foundation - Gestion des Services IT,4,8.25,425
7134,7973,Hichem Khlif,ITIL 4 Foundation - Gestion des Services IT,4.75,8.5,375
7135,7975,Dalila Marzouki,ITIL 4 Foundation - Gestion des Services IT,2.25,7.5,525
7136,7913,Karima Hajji,ITIL 4 Foundation - Gestion des Services IT,3.5,8.75,525
7137,7948,Fadia Khlif,ITIL 4 Foundation - Gestion des Services IT,3.75,8.75,500
7138,7593,Bochra Marzouki,ITIL 4 Foundation - Gestion des Services IT,3.25,8.5,525
7139,7539,Omar Nabli,ITIL 4 Foundation - Gestion des Services IT,5,8.25,325
7140,7719,Besma Dhouib,ITIL 4 Foundation - Gestion des Services IT,3.5,9,550
7141,8103,Lassad Ben Ahmed,ITIL 4 Foundation - Gestion des Services IT,3.25,6.5,325
7142,7956,Farouk Rekik,ITIL 4 Foundation - Gestion des Services IT,3.75,6.25,250
7143,7932,Ahlem Chebbi,ITIL 4 Foundation - Gestion des Services IT,4.5,9.25,475
7144,7934,Yosra Ghanmi,ITIL 4 Foundation - Gestion des Services IT,4,6,200
7145,7927,Dorra Hamdi,ITIL 4 Foundation - Gestion des Services IT,2.5,8.25,575
7146,7982,Lobna Dali,ITIL 4 Foundation - Gestion des Services IT,5,7.75,275
7147,7973,Hichem Khlif,ITIL 4 Foundation - Gestion des Services IT,4.5,6.25,175
7148,8019,Tarek Benhassan,ITIL 4 Foundation - Gestion des Services IT,5,8.5,350
7149,7948,Fadia Khlif,ITIL 4 Foundation - Gestion des Services IT,4,6.25,225
7150,7173,Dorsaf Bouaziz,ITIL 4 Foundation - Gestion des Services IT,3,6.75,375
7151,7539,Omar Nabli,ITIL 4 Foundation - Gestion des Services IT,3.5,8.75,525
7152,8103,Lassad Ben Ahmed,ITIL 4 Foundation - Gestion des Services IT,4,6.5,250
7153,7956,Farouk Rekik,ITIL 4 Foundation - Gestion des Services IT,2,7,500
7154,7978,Samir Maaloul,ITIL 4 Foundation - Gestion des Services IT,3,7.75,475
7155,7932,Ahlem Chebbi,ITIL 4 Foundation - Gestion des Services IT,5.75,7.75,200
7156,7934,Yosra Ghanmi,ITIL 4 Foundation - Gestion des Services IT,3.75,6.75,300
7157,7942,Bochra Fourati,ITIL 4 Foundation - Gestion des Services IT,3.75,7.25,350
7158,7973,Hichem Khlif,ITIL 4 Foundation - Gestion des Services IT,3.75,6.5,275
7159,7975,Dalila Marzouki,ITIL 4 Foundation - Gestion des Services IT,4.75,7.75,300
7160,8019,Tarek Benhassan,ITIL 4 Foundation - Gestion des Services IT,4.25,6,175
7161,7948,Fadia Khlif,ITIL 4 Foundation - Gestion des Services IT,4.25,6.75,250
7162,7593,Bochra Marzouki,ITIL 4 Foundation - Gestion des Services IT,3.5,7.25,375
7163,7764,Noureddine Labidi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.25,8.5,525
7164,7369,Omar Limam,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.25,7.5,325
7165,7507,Fadia Chedly,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.75,8.5,375
7166,7459,Ridha Neffati,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,7,400
7167,7536,Rania Chihaoui,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3.25,6,275
7168,7339,Chiraz Chaieb,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4.5,6.5,200
7169,7520,Thouraya Khlif,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2.75,8.5,575
7170,7348,Fadia Khlif,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2.5,7.25,475
7171,7554,Salah Miled,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,8.75,475
7172,7342,Hiba Jelassi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,8.25,525
