ID,Nom,Email,Rôle,Téléphone,Pays,Ville,Date de naissance,Centres d'intérêt
13895,Test Apprenant,testapprenant25@gmail.com,apprenant,+21698123456,Tunisie,Tunis,2000-01-27,"Développement web, Cloud computing"
13896,Test Formateur,formateurtest7@gmail.com,formateur,+21697123456,Tunisie,Sfax,1990-05-27,"Gestion de projet, DevOps"
13897,Fadoua Abdelhak,fadoua.abdelhak@polytechnicien.tn,admin,+21696123456,Tunisie,Tunis,1985-07-13,"IT Governance, Formation professionnelle"
13898,Ghada Meddeb,ghada.meddeb437@topnet.tn,formateur,+21655282437,Tunisie,Sousse,1979-04-03,"Digital transformation, Stratégie d'entreprise, Marketing digital"
13899,Dorsaf Dhouib,dorsaf.dhouib611@topnet.tn,formateur,+21658327165,Tunisie,Jendouba,1982-06-27,"Machine learning, Informatique"
13900,Dalila Meddeb,dalila.meddeb899@topnet.tn,formateur,+21623438222,Tunisie,Gabès,1983-04-01,"Entrepreneuriat, Certification, Développement web, ITIL, E-commerce"
13901,Rim Nasri,rim.nasri58@orange.tn,formateur,+21693510630,Tunisie,Tataouine,1994-12-15,"Conseil, Ressources humaines, Gestion de projet, Finance"
13902,Jamel Bouaziz,jamel.bouaziz672@topnet.tn,formateur,+21620018797,Tunisie,Kairouan,1975-06-01,"E-commerce, Agile, Intelligence artificielle, Leadership"
13903,Amine Ezzine,amine.ezzine206@yahoo.fr,formateur,+21696843977,Tunisie,Ben Arous,1963-03-09,"Lean management, Blockchain, Agile, Finance, Machine learning, Coaching"
13904,Adel Ouali,adel.ouali199@yahoo.fr,formateur,+21659923579,Tunisie,Tunis,1984-01-02,"Conseil, Agile, Informatique, Finance, Développement web"
13905,Kenza Dali,kenza.dali597@hotmail.com,formateur,+21621169253,Tunisie,Jendouba,1978-09-04,"E-commerce, ITIL, Innovation"
13906,Tarek Bouhamed,tarek.bouhamed801@topnet.tn,formateur,+21690753611,Tunisie,Le Kef,1990-02-15,"Management, Finance, Technologie, Conseil, Digital transformation"
13907,Rami Rekik,rami.rekik799@orange.tn,formateur,+21657240082,Tunisie,Ariana,1972-12-12,"Ressources humaines, Stratégie d'entreprise, Entrepreneuriat, Gestion de projet"
13908,Hajer Mrad,hajer.mrad724@gmail.com,formateur,+21699867075,Tunisie,Bizerte,1960-11-23,"Veille technologique, Coaching, E-commerce, Leadership, Communication, Innovation"
13909,Fatma Maaloul,fatma.maaloul921@topnet.tn,formateur,+21627993618,Tunisie,Béja,1968-01-14,"Veille technologique, Innovation, Communication, IoT, Certification"
13910,Hedi Gharbi,hedi.gharbi270@gmail.com,formateur,+21697240485,Tunisie,Sidi Bouzid,1966-06-09,"Entrepreneuriat, Mentoring, Conseil, Management"
13911,Nader Nabli,nader.nabli636@live.com,formateur,+21650200883,Tunisie,Le Kef,1967-12-09,"Stratégie d'entreprise, Analyse de données, Machine learning"
13912,Ali Bouzid,ali.bouzid870@orange.tn,formateur,+21626075438,Tunisie,Kébili,1989-01-22,"Analyse de données, Audit, Marketing digital, Technologie, Machine learning"
13913,Lassad Chaieb,lassad.chaieb132@gmail.com,formateur,+21691765464,Tunisie,Manouba,1975-01-19,"Machine learning, E-commerce, Coaching, ITIL, Certification"
13914,Latifa Marzouki,latifa.marzouki32@gmail.com,formateur,+21625931480,Tunisie,Sfax,1969-06-07,"Leadership, Digital transformation, Cybersécurité, Ressources humaines"
13915,Hichem Jemli,hichem.jemli144@live.com,formateur,+21658214213,Tunisie,Manouba,1961-08-23,"Blockchain, Management, Gestion de projet, Leadership, Communication"
13916,Yasmine Hadj,yasmine.hadj23@laposte.net,formateur,+21623015098,Tunisie,Tozeur,1977-11-20,"E-commerce, Formation professionnelle, Entrepreneuriat, Technologie, Leadership"
13917,Karima Neffati,karima.neffati88@gmail.com,formateur,+21650304120,Tunisie,Mahdia,1964-07-11,"Technologie, Stratégie d'entreprise, Développement web"
13918,Fadia Essid,fadia.essid10@gmail.com,formateur,+21658430156,Tunisie,Tataouine,1981-10-09,"Veille technologique, Business intelligence, Certification, Entrepreneuriat, Machine learning"
13919,Adel Daoud,adel.daoud654@hotmail.com,formateur,+21690048936,Tunisie,Sfax,1973-07-03,"Management, Marketing digital"
13920,Salah Mansouri,salah.mansouri112@yahoo.fr,formateur,+21697923738,Tunisie,Gabès,1992-08-23,"Stratégie d'entreprise, Finance, Qualité"
13921,Moez Ghali,moez.ghali409@topnet.tn,formateur,+21695260938,Tunisie,Sidi Bouzid,1983-12-11,"Gestion de projet, Conseil, Audit, Informatique"
13922,Nader Ben Youssef,nader.ben.youssef416@gmail.com,formateur,+21699039233,Tunisie,Nabeul,1973-09-27,"Qualité, Informatique"
13923,Myriam Ouali,myriam.ouali718@outlook.com,formateur,+21652615284,Tunisie,Siliana,1961-03-20,"Audit, E-commerce, Agile"
13924,Intissar Ouali,intissar.ouali244@outlook.com,formateur,+21657276388,Tunisie,Zaghouan,1980-10-23,"Blockchain, Stratégie d'entreprise, Cloud computing"
13925,Amel Ben Youssef,amel.ben.youssef84@orange.tn,formateur,+21699884049,Tunisie,Médenine,1995-11-08,"Entrepreneuriat, Coaching, E-commerce, Innovation, Lean management"
13926,Sabrine Chebbi,sabrine.chebbi334@hotmail.com,formateur,+21627307429,Tunisie,Bizerte,1993-06-10,"Qualité, Formation professionnelle, DevOps"
13927,Sofiane Miled,sofiane.miled135@outlook.com,formateur,+21624124145,Tunisie,Mahdia,1994-04-12,"Blockchain, ITIL, Ressources humaines, Machine learning"
13928,Bilel Hajji,bilel.hajji896@yahoo.fr,formateur,+21623865806,Tunisie,Gabès,1969-04-24,"Coaching, Stratégie d'entreprise, Certification"
13929,Lassad Jelassi,lassad.jelassi314@orange.tn,formateur,+21629678392,Tunisie,Nabeul,1962-02-08,"Qualité, Technologie, Machine learning, Analyse de données, Agile"
13930,Yassine Nabli,yassine.nabli947@live.com,formateur,+21692506463,Tunisie,Tunis,1984-02-23,"ITIL, Stratégie d'entreprise, Marketing digital, Entrepreneuriat, Leadership, Conseil"
13931,Farah Kammoun,farah.kammoun610@gmail.com,formateur,+21654900900,Tunisie,Tunis,1986-06-26,"Digital transformation, Management, DevOps, E-commerce"
13932,Dalila Hachicha,dalila.hachicha673@live.com,formateur,+21629439809,Tunisie,Médenine,1981-02-01,"Audit, Stratégie d'entreprise, Analyse de données"
13933,Maroua Omrani,maroua.omrani94@gmail.com,formateur,+21628319888,Tunisie,Béja,1989-09-21,"Marketing digital, Formation professionnelle"
13934,Walid Guizani,walid.guizani29@live.com,formateur,+21620715257,Tunisie,Bizerte,1989-10-23,"Business intelligence, Audit, Veille technologique, IoT, Conseil, Agile"
13935,Salma Ouali,salma.ouali777@orange.tn,formateur,+21629646389,Tunisie,Ariana,1988-04-21,"Veille technologique, Audit"
13936,Aymen Khlif,aymen.khlif321@laposte.net,formateur,+21658848685,Tunisie,Tunis,1976-08-12,"Communication, Audit, Finance, Stratégie d'entreprise, Cloud computing, IoT"
13937,Fatma Kammoun,fatma.kammoun850@live.com,formateur,+21691176011,Tunisie,Sidi Bouzid,1980-01-27,"Agile, Certification, Informatique, Finance, IoT"
13938,Makram Fkih,makram.fkih241@yahoo.fr,formateur,+21623078233,Tunisie,Kairouan,1986-05-17,"Mentoring, Communication, Audit, Business intelligence, Cloud computing"
13939,Makram Ktari,makram.ktari762@topnet.tn,formateur,+21627443359,Tunisie,Mahdia,1992-12-10,"Analyse de données, IoT, Gestion de projet"
13940,Samia Guesmi,samia.guesmi245@hotmail.com,formateur,+21695515267,Tunisie,Tozeur,1978-04-03,"Formation professionnelle, Ressources humaines"
13941,Ridha Khedher,ridha.khedher879@live.com,formateur,+21623255908,Tunisie,Mahdia,1973-05-12,"Blockchain, Lean management, Conseil, Business intelligence, Qualité"
13942,Moncef Mansouri,moncef.mansouri346@outlook.com,formateur,+21620882978,Tunisie,Siliana,1975-12-22,"Informatique, Management"
13943,Olfa Gharbi,olfa.gharbi471@topnet.tn,formateur,+21691743951,Tunisie,Tataouine,1981-09-08,"Développement web, Stratégie d'entreprise, Digital transformation, Lean management"
13944,Sami Fatnassi,sami.fatnassi717@topnet.tn,formateur,+21657355232,Tunisie,Médenine,1986-08-20,"Stratégie d'entreprise, Analyse de données, Certification, DevOps, Informatique, Coaching"
13945,Maher Rekik,maher.rekik329@yahoo.fr,formateur,+21659898926,Tunisie,Bizerte,1971-01-31,"Coaching, Stratégie d'entreprise, Lean management, Mentoring, Innovation, Certification"
13946,Intissar Ouali,intissar.ouali572@outlook.com,formateur,+21699280123,Tunisie,Médenine,1974-06-06,"Qualité, Finance, Analyse de données, Ressources humaines, Cloud computing, Formation professionnelle"
13947,Chedly Landolsi,chedly.landolsi630@yahoo.fr,formateur,+21692566547,Tunisie,Kairouan,1965-05-07,"Marketing digital, Lean management, E-commerce"
13948,Rania Mestiri,rania.mestiri473@live.com,formateur,+21656354094,Tunisie,Sousse,1983-05-16,"Leadership, Management, Audit, Business intelligence, Conseil, Mentoring"
13949,Amel Hamdi,amel.hamdi916@laposte.net,formateur,+21628571610,Tunisie,Gafsa,1970-09-03,"Entrepreneuriat, Coaching, Cybersécurité, Innovation, Développement web, Qualité"
13950,Amira Chedly,amira.chedly550@laposte.net,formateur,+21691939508,Tunisie,Siliana,1986-09-27,"Cloud computing, Conseil, Lean management, Coaching, Mentoring, Audit"
13951,Yosra Miled,yosra.miled64@outlook.com,formateur,+21654493859,Tunisie,Kairouan,1985-01-12,"Management, Lean management"
13952,Karim Horchani,karim.horchani956@yahoo.fr,formateur,+21624099151,Tunisie,Sousse,1973-04-12,"Informatique, Blockchain, Lean management, Entrepreneuriat"
13953,Hatem Hadj,hatem.hadj166@live.com,formateur,+21696612701,Tunisie,Nabeul,1993-02-25,"Machine learning, Intelligence artificielle, Finance, Mentoring, ITIL"
13954,Myriam Khlif,myriam.khlif429@topnet.tn,formateur,+21693894813,Tunisie,Kasserine,1991-01-09,"Cloud computing, Intelligence artificielle, Digital transformation, Développement web"
13955,Ahmed Bouaziz,ahmed.bouaziz905@hotmail.com,formateur,+21693791368,Tunisie,Béja,1969-12-01,"Innovation, Formation professionnelle, Lean management, Digital transformation, Entrepreneuriat"
13956,Ghazi Bouslama,ghazi.bouslama932@laposte.net,formateur,+21692648513,Tunisie,Ariana,1964-05-12,"Digital transformation, Audit, Développement web, Innovation"
13957,Sofiane Layouni,sofiane.layouni208@gmail.com,formateur,+21691610447,Tunisie,Le Kef,1960-10-06,"Communication, E-commerce, Marketing digital"
13958,Bochra Marzouki,bochra.marzouki829@laposte.net,formateur,+21659341047,Tunisie,Médenine,1964-08-16,"Technologie, Cybersécurité"
13959,Samia Ghanmi,samia.ghanmi80@gmail.com,formateur,+21622576628,Tunisie,Sidi Bouzid,1978-07-03,"DevOps, Qualité, E-commerce, Marketing digital"
13960,Wael Meddeb,wael.meddeb872@outlook.com,formateur,+21693443450,Tunisie,Tunis,1987-06-13,"Intelligence artificielle, Mentoring"
13961,Salma Marzouki,salma.marzouki110@laposte.net,formateur,+21628012101,Tunisie,Siliana,1976-05-14,"E-commerce, Cloud computing, Agile, Mentoring, Ressources humaines, Audit"
13962,Sonia Dhouib,sonia.dhouib984@hotmail.com,formateur,+21658082382,Tunisie,Kasserine,1965-08-14,"Qualité, Cloud computing, IoT, DevOps, Finance, Management"
