ID,ID Utilisateur,Nom Utilisateur,Email Utilisateur,ID Formation,Titre Formation,Date Formation,Date Achat
3583,8130,Test Apprenant,testapprenant25@gmail.com,175,Formation Test - Développement Web Avancé,2025-04-29,2025-04-16
3584,8130,Test Apprenant,testapprenant25@gmail.com,176,Formation Test - Cybersécurité Fondamentale,2025-04-29,2025-04-29
3585,8130,Test Apprenant,testapprenant25@gmail.com,177,Formation Test - Développement Web Avancé,2025-03-30,2025-03-21
3586,8130,Test Apprenant,testapprenant25@gmail.com,178,Formation Test - Cybersécurité Fondamentale,2025-03-22,2025-03-19
3587,8410,Ahlem Ezzine,ahlem.ezzine609@laposte.net,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-06
3588,8323,Hichem Kammoun,hichem.kammoun300@live.com,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-09
3589,8842,Hatem Chebbi,hatem.chebbi452@outlook.com,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-09
3590,8708,Adel Mrad,adel.mrad406@outlook.com,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-27
3591,8544,Yosra Mahjoub,yosra.mahjoub489@live.com,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-25
3592,8372,Bochra Ben Youssef,bochra.ben.youssef894@live.com,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-07
3593,8626,Bilel Hachicha,bilel.hachicha228@hotmail.com,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-10
3594,8607,Ahmed Ezzine,ahmed.ezzine151@topnet.tn,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-25
3595,8404,Fethi Jebali,fethi.jebali446@outlook.com,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-24
3596,8324,Rania Gharbi,rania.gharbi830@yahoo.fr,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-02
3597,8632,Ghazi Bouzid,ghazi.bouzid103@yahoo.fr,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-07
3598,8648,Samia Hajji,samia.hajji944@hotmail.com,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-27
3599,8382,Karima Guizani,karima.guizani876@laposte.net,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-08
3600,8569,Salah Louati,salah.louati391@topnet.tn,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-20
3601,8617,Ghazi Chaabane,ghazi.chaabane311@live.com,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-03
3602,8536,Youssef Rekik,youssef.rekik601@topnet.tn,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-06
3603,8693,Fethi Kammoun,fethi.kammoun201@topnet.tn,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-12
3604,8340,Yosra Limam,yosra.limam110@hotmail.com,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-04
3605,8679,Adel Hamdi,adel.hamdi518@yahoo.fr,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-02
3606,8710,Zouheir Derbali,zouheir.derbali602@orange.tn,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-12
3607,8621,Emna Ghorbel,emna.ghorbel934@gmail.com,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-17
3608,8326,Wided Bouhamed,wided.bouhamed850@orange.tn,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-26
3609,8291,Salah Ferchichi,salah.ferchichi253@yahoo.fr,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-17
3610,8668,Aymen Derbali,aymen.derbali231@topnet.tn,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-03
3611,8296,Bassem Gasmi,bassem.gasmi717@hotmail.com,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-19
3612,8333,Aymen Ghorbel,aymen.ghorbel791@orange.tn,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-26
3613,8641,Yassine Ghali,yassine.ghali400@yahoo.fr,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-24
3614,9111,Mariam Dridi,mariam.dridi209@laposte.net,179,ITIL 4 Foundation - Gestion des Services IT,2025-05-30,2025-05-27
3615,8734,Moncef Hassen,moncef.hassen311@laposte.net,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-17
3616,8411,Ahmed Nasri,ahmed.nasri694@laposte.net,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-09
3617,8348,Zouheir Jemli,zouheir.jemli458@laposte.net,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-05-01
3618,8750,Lobna Maaloul,lobna.maaloul263@outlook.com,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-26
3619,8369,Dali Feriani,dali.feriani230@hotmail.com,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-24
3620,8696,Wided Ferchichi,wided.ferchichi164@laposte.net,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-10
3621,8778,Rami Nasri,rami.nasri692@hotmail.com,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-23
3622,8777,Rami Sellami,rami.sellami286@orange.tn,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-05-02
3623,8350,Mohamed Ben Ali,mohamed.ben.ali412@laposte.net,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-05-01
3624,8721,Jamel Ktari,jamel.ktari333@live.com,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-14
3625,8355,Farah Hadj,farah.hadj134@yahoo.fr,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-05-02
3626,8391,Emad Jelassi,emad.jelassi171@topnet.tn,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-21
3627,8766,Ridha Ben Ali,ridha.ben.ali723@outlook.com,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-16
3628,8396,Maroua Horchani,maroua.horchani569@hotmail.com,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-11
3629,8994,Walid Ben Ahmed,walid.ben.ahmed360@gmail.com,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-29
3630,8711,Kenza Fatnassi,kenza.fatnassi901@gmail.com,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-11
3631,8664,Maher Mestiri,maher.mestiri851@topnet.tn,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-05-03
3632,8374,Farouk Ghali,farouk.ghali188@outlook.com,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-20
3633,9123,Mehdi Hadj,mehdi.hadj40@yahoo.fr,180,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-05-04,2025-04-05
3634,8391,Emad Jelassi,emad.jelassi171@topnet.tn,181,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2024-12-31,2024-12-17
