ID,ID Utilisateur,Nom Utilisateur,Formation,Clarté,Objectifs,Niveau,Formateur,Matériels,Note Globale,Commentaires
19984,25436,Test Apprenant,Formation Test - Développement Web Avancé,4,3,4,5,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
19985,25436,Test Apprenant,Formation Test - Développement Web Avancé,4,3,3,4,5,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
19986,25436,Test Apprenant,Formation Test - Développement Web Avancé,5,5,5,4,3,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
19987,25436,Test Apprenant,Formation Test - Cybersécurité Fondamentale,5,4,3,3,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
19988,25436,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,4,5,3,5,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
19989,25436,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,4,5,3,5,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
19990,25436,Test Apprenant,Formation Test - Développement Web Avancé,3,3,3,4,4,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
19991,25436,Test Apprenant,Formation Test - Développement Web Avancé,4,4,3,3,3,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
19992,25436,Test Apprenant,Formation Test - Développement Web Avancé,5,5,3,5,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
19993,25436,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,5,5,3,4,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
19994,25436,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,5,3,3,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
19995,25436,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,3,4,4,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
19996,25918,Ines Guizani,ITIL 4 Foundation - Gestion des Services IT,3,5,3,5,3,4,"Contenu bien structuré, formateur compétent."
19997,25745,Mohamed Kchir,ITIL 4 Foundation - Gestion des Services IT,3,4,3,3,3,3,"Contenu bien structuré, formateur compétent."
19998,25784,Sami Kammoun,ITIL 4 Foundation - Gestion des Services IT,4,3,3,4,4,3,"Contenu bien structuré, formateur compétent."
19999,25987,Wael Gabsi,ITIL 4 Foundation - Gestion des Services IT,5,3,3,5,4,3,"Contenu bien structuré, formateur compétent."
20000,26007,Latifa Gharbi,ITIL 4 Foundation - Gestion des Services IT,5,4,5,4,5,5,Formation très intéressante et enrichissante.
20001,26029,Samia Meddeb,ITIL 4 Foundation - Gestion des Services IT,3,4,4,5,3,5,"Contenu bien structuré, formateur compétent."
