ID,ID Utilisateur,Nom Utilisateur,Formation,Clarté,Objectifs,Niveau,Formateur,Matériels,Note Globale,Commentaires
18979,24079,Samir Mrad,Cybersécurité opérationnelle,5,5,3,4,5,3,"Contenu bien structuré, formateur compétent."
18980,24160,Takwa Nabli,Cybersécurité opérationnelle,4,5,3,4,5,5,"Contenu bien structuré, formateur compétent."
18981,24154,Farah Kchir,Cybersécurité opérationnelle,5,4,5,5,4,5,"Contenu bien structuré, formateur compétent."
18982,24147,Rim Ghanmi,Cybersécurité opérationnelle,4,5,3,5,5,3,Formation très intéressante et enrichissante.
18983,23372,Youssef Rekik,Cybersécurité opérationnelle,5,3,3,4,4,3,Formation très intéressante et enrichissante.
18984,23753,Emna Omrani,Cybersécurité opérationnelle,3,4,3,4,3,3,"Contenu bien structuré, formateur compétent."
18985,23472,Fares Hleli,Cybersécurité opérationnelle,5,5,3,3,3,3,"Contenu bien structuré, formateur compétent."
18986,23351,Rania Jemli,Cybersécurité opérationnelle,4,5,3,4,5,4,Formation très intéressante et enrichissante.
18987,23386,Intissar Hamdi,Cybersécurité opérationnelle,5,4,3,4,5,4,Formation très intéressante et enrichissante.
18988,23556,Lobna Hamdi,Cybersécurité opérationnelle,3,4,4,4,4,5,Formation très intéressante et enrichissante.
18989,24226,Samir Hadj,Cybersécurité opérationnelle,4,5,3,4,4,5,Formation très intéressante et enrichissante.
18990,23770,Sami Bouslama,Cybersécurité opérationnelle,4,5,4,5,4,5,Formation très intéressante et enrichissante.
18991,24138,Ghada Essid,Cybersécurité opérationnelle,3,5,3,5,5,3,Formation très intéressante et enrichissante.
18992,23582,Zohra Jazi,Cybersécurité opérationnelle,5,5,4,3,3,4,"Contenu bien structuré, formateur compétent."
18993,23701,Wafa Meddeb,Cybersécurité opérationnelle,3,5,3,4,3,3,Formation très intéressante et enrichissante.
18994,23359,Ikram Khlif,Cybersécurité opérationnelle,3,3,4,4,5,5,Formation très intéressante et enrichissante.
18995,24108,Farah Limam,Cybersécurité opérationnelle,3,3,4,5,4,3,"Contenu bien structuré, formateur compétent."
18996,23437,Nesrine Nabli,Cybersécurité opérationnelle,4,3,4,3,5,3,Formation très intéressante et enrichissante.
18997,24092,Ahmed Jouini,Cybersécurité opérationnelle,3,4,3,4,3,4,"Contenu bien structuré, formateur compétent."
18998,24110,Besma Marzouki,Cybersécurité opérationnelle,5,4,5,5,3,3,Formation très intéressante et enrichissante.
18999,24089,Zouheir Louati,Cybersécurité opérationnelle,4,3,3,4,5,3,Formation très intéressante et enrichissante.
19000,24079,Samir Mrad,Cybersécurité opérationnelle,5,5,3,4,5,5,Formation très intéressante et enrichissante.
19001,24160,Takwa Nabli,Cybersécurité opérationnelle,5,3,3,4,3,4,Formation très intéressante et enrichissante.
19002,23356,Zouheir Layouni,Cybersécurité opérationnelle,5,5,5,4,3,5,Formation très intéressante et enrichissante.
19003,24113,Nader Jouini,Cybersécurité opérationnelle,4,3,4,4,3,4,Formation très intéressante et enrichissante.
19004,23372,Youssef Rekik,Cybersécurité opérationnelle,5,5,3,5,4,5,"Contenu bien structuré, formateur compétent."
19005,23753,Emna Omrani,Cybersécurité opérationnelle,5,3,4,5,5,4,"Contenu bien structuré, formateur compétent."
19006,23472,Fares Hleli,Cybersécurité opérationnelle,3,5,4,4,4,5,"Contenu bien structuré, formateur compétent."
19007,23752,Myriam Dhouib,Cybersécurité opérationnelle,5,3,5,4,3,4,Formation très intéressante et enrichissante.
19008,23770,Sami Bouslama,Cybersécurité opérationnelle,3,5,3,3,3,4,"Contenu bien structuré, formateur compétent."
19009,23582,Zohra Jazi,Cybersécurité opérationnelle,3,3,5,4,3,4,"Contenu bien structuré, formateur compétent."
19010,24108,Farah Limam,Cybersécurité opérationnelle,5,5,4,4,4,4,"Contenu bien structuré, formateur compétent."
19011,23437,Nesrine Nabli,Cybersécurité opérationnelle,4,4,3,5,3,5,"Contenu bien structuré, formateur compétent."
19012,23661,Sonia Landolsi,Cybersécurité opérationnelle,3,5,3,3,4,3,"Contenu bien structuré, formateur compétent."
19013,24110,Besma Marzouki,Cybersécurité opérationnelle,4,3,3,5,5,5,"Contenu bien structuré, formateur compétent."
19014,23767,Khaled Hmida,Cybersécurité opérationnelle,4,5,4,3,4,5,"Contenu bien structuré, formateur compétent."
19015,24154,Farah Kchir,Cybersécurité opérationnelle,4,5,5,5,4,4,Formation très intéressante et enrichissante.
19016,24147,Rim Ghanmi,Cybersécurité opérationnelle,3,5,4,3,4,3,Formation très intéressante et enrichissante.
19017,23372,Youssef Rekik,Cybersécurité opérationnelle,4,4,3,3,5,5,"Contenu bien structuré, formateur compétent."
19018,23351,Rania Jemli,Cybersécurité opérationnelle,4,5,3,3,5,5,Formation très intéressante et enrichissante.
19019,23752,Myriam Dhouib,Cybersécurité opérationnelle,3,5,4,5,5,5,"Contenu bien structuré, formateur compétent."
19020,23556,Lobna Hamdi,Cybersécurité opérationnelle,3,4,5,4,3,3,Formation très intéressante et enrichissante.
19021,23770,Sami Bouslama,Cybersécurité opérationnelle,4,5,5,5,4,3,"Contenu bien structuré, formateur compétent."
19022,24103,Wided Daoud,Cybersécurité opérationnelle,3,5,4,4,3,4,Formation très intéressante et enrichissante.
19023,23582,Zohra Jazi,Cybersécurité opérationnelle,4,5,3,5,5,5,Formation très intéressante et enrichissante.
19024,23701,Wafa Meddeb,Cybersécurité opérationnelle,5,5,5,4,4,5,"Contenu bien structuré, formateur compétent."
19025,23359,Ikram Khlif,Cybersécurité opérationnelle,5,5,5,5,3,5,"Contenu bien structuré, formateur compétent."
18210,23129,Test Apprenant,Formation Test - Développement Web Avancé,5,5,3,5,4,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
18211,23129,Test Apprenant,Formation Test - Développement Web Avancé,4,3,5,5,3,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
18212,23129,Test Apprenant,Formation Test - Développement Web Avancé,5,5,3,3,3,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
18213,23129,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,4,3,3,5,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
18214,23129,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,4,3,4,3,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
18215,23129,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,5,5,4,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
18216,23129,Test Apprenant,Formation Test - Développement Web Avancé,5,3,5,3,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
18217,23129,Test Apprenant,Formation Test - Développement Web Avancé,5,5,5,5,5,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
18218,23129,Test Apprenant,Formation Test - Développement Web Avancé,3,5,4,4,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
18219,23129,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,3,4,5,5,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
18220,23129,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,5,5,4,5,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
18221,23129,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,5,4,3,3,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
18222,23402,Kais Karray,ITIL 4 Foundation - Gestion des Services IT,5,4,4,3,3,5,"Contenu bien structuré, formateur compétent."
18223,23291,Ali Hajji,ITIL 4 Foundation - Gestion des Services IT,5,3,3,4,3,3,"Contenu bien structuré, formateur compétent."
18224,23406,Kenza Nabli,ITIL 4 Foundation - Gestion des Services IT,5,4,5,4,4,3,"Contenu bien structuré, formateur compétent."
18225,23374,Fares Ben Ali,ITIL 4 Foundation - Gestion des Services IT,4,4,3,3,5,3,Formation très intéressante et enrichissante.
18226,23352,Farah Ben Ali,ITIL 4 Foundation - Gestion des Services IT,4,3,3,4,5,3,Formation très intéressante et enrichissante.
18227,23390,Sofiane Ezzine,ITIL 4 Foundation - Gestion des Services IT,3,5,3,4,4,3,Formation très intéressante et enrichissante.
