ID,ID Utilisateur,Nom Utilisateur,ID Session,Formation,Date Session,Présent,Validé,Feedback,Validation Acquis
30028,23129,Test Apprenant,1540,Formation Test - Développement Web Avancé,2025-03-27,Oui,Oui,Oui,Oui
30029,23129,Test Apprenant,1541,Formation Test - Développement Web Avancé,2025-03-30,Oui,Oui,Oui,Oui
30030,23129,Test Apprenant,1542,Formation Test - Développement Web Avancé,2025-04-02,Oui,Oui,Oui,Oui
30031,23129,Test Apprenant,1543,Formation Test - Cybersécurité Fondamentale,2025-04-18,Oui,Oui,Oui,Oui
30032,23129,Test Apprenant,1544,Formation Test - Cybersécurité Fondamentale,2025-04-21,Oui,Oui,Oui,Oui
30033,23129,Test Apprenant,1545,Formation Test - Cybersécurité Fondamentale,2025-04-24,Oui,Oui,Oui,Oui
30034,23129,Test Apprenant,1546,Formation Test - Développement Web Avancé,2025-05-23,Oui,Oui,Oui,Oui
30035,23129,Test Apprenant,1547,Formation Test - Développement Web Avancé,2025-05-26,Oui,Oui,Oui,Oui
30036,23129,Test Apprenant,1548,Formation Test - Développement Web Avancé,2025-05-29,Oui,Oui,Oui,Oui
30037,23129,Test Apprenant,1549,Formation Test - Cybersécurité Fondamentale,2025-04-03,Oui,Oui,Oui,Oui
30038,23129,Test Apprenant,1550,Formation Test - Cybersécurité Fondamentale,2025-04-06,Oui,Oui,Oui,Oui
30039,23129,Test Apprenant,1551,Formation Test - Cybersécurité Fondamentale,2025-04-09,Oui,Oui,Oui,Oui
30040,23485,Hatem Ben Salah,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Non,Oui
30041,24113,Nader Jouini,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Non,Oui
30042,23402,Kais Karray,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Oui,Non
30043,23291,Ali Hajji,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Oui,Oui
30044,23406,Kenza Nabli,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Oui,Oui
30045,23374,Fares Ben Ali,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Oui,Oui
30046,23352,Farah Ben Ali,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Oui,Oui
30047,23405,Samir Dhouib,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Non,Oui
30048,23390,Sofiane Ezzine,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Oui,Non
30049,23331,Zied Bouhamed,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Non,Oui
30050,23385,Nabil Chihaoui,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Oui,Oui
30051,23435,Sabrine Ghorbel,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Oui,Non
30052,23334,Slim Nasri,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Non,Oui
30053,23465,Walid Horchani,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Oui,Oui
30054,23454,Yassine Hamdi,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Oui,Oui
30055,23409,Dali Mrad,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Oui,Non
30056,23446,Karim Bouslama,1552,ITIL 4 Foundation - Gestion des Services IT,2025-02-07,Oui,Oui,Non,Non
30057,23485,Hatem Ben Salah,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Oui,Oui
30058,24113,Nader Jouini,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Non,Non,Non,Non
30059,23402,Kais Karray,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Oui,Oui
30060,23291,Ali Hajji,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Oui,Oui
30061,23406,Kenza Nabli,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Non,Non,Non,Non
30062,23374,Fares Ben Ali,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Non,Non,Non,Non
30063,23352,Farah Ben Ali,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Non,Oui
30064,23405,Samir Dhouib,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Oui,Oui
30065,23390,Sofiane Ezzine,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Oui,Oui
30066,23331,Zied Bouhamed,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Non,Oui
30067,23385,Nabil Chihaoui,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Oui,Non
30068,23435,Sabrine Ghorbel,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Oui,Oui
30069,23334,Slim Nasri,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Oui,Oui
30070,23465,Walid Horchani,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Non,Oui
30071,23454,Yassine Hamdi,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Non,Oui
30072,23409,Dali Mrad,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Oui,Oui
30073,23446,Karim Bouslama,1553,ITIL 4 Foundation - Gestion des Services IT,2025-02-09,Oui,Oui,Non,Oui
30074,23485,Hatem Ben Salah,1554,ITIL 4 Foundation - Gestion des Services IT,2025-02-11,Oui,Oui,Non,Non
30075,24113,Nader Jouini,1554,ITIL 4 Foundation - Gestion des Services IT,2025-02-11,Oui,Oui,Non,Oui
30076,23402,Kais Karray,1554,ITIL 4 Foundation - Gestion des Services IT,2025-02-11,Non,Non,Non,Non
30077,23291,Ali Hajji,1554,ITIL 4 Foundation - Gestion des Services IT,2025-02-11,Oui,Oui,Oui,Non
30078,23406,Kenza Nabli,1554,ITIL 4 Foundation - Gestion des Services IT,2025-02-11,Oui,Oui,Non,Oui
30079,23374,Fares Ben Ali,1554,ITIL 4 Foundation - Gestion des Services IT,2025-02-11,Non,Non,Non,Non
30080,23352,Farah Ben Ali,1554,ITIL 4 Foundation - Gestion des Services IT,2025-02-11,Oui,Oui,Oui,Non
30081,23405,Samir Dhouib,1554,ITIL 4 Foundation - Gestion des Services IT,2025-02-11,Oui,Oui,Oui,Oui
30082,23390,Sofiane Ezzine,1554,ITIL 4 Foundation - Gestion des Services IT,2025-02-11,Oui,Oui,Oui,Non
30083,23331,Zied Bouhamed,1554,ITIL 4 Foundation - Gestion des Services IT,2025-02-11,Oui,Oui,Oui,Oui
