ID,ID Utilisateur,Nom Utilisateur,Formation,Clarté,Objectifs,Niveau,Formateur,Matériels,Note Globale,Commentaires
17353,21974,Test Apprenant,Formation Test - Développement Web Avancé,5,3,4,3,5,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
17354,21974,Test Apprenant,Formation Test - Développement Web Avancé,4,4,5,3,5,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
17355,21974,Test Apprenant,Formation Test - Développement Web Avancé,5,5,5,4,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
17356,21974,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,5,4,4,4,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
17357,21974,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,4,5,5,3,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
17358,21974,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,4,5,3,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
17359,21974,Test Apprenant,Formation Test - Développement Web Avancé,5,4,4,5,4,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
17360,21974,Test Apprenant,Formation Test - Développement Web Avancé,5,3,4,5,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
17361,21974,Test Apprenant,Formation Test - Développement Web Avancé,3,3,5,3,3,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
17362,21974,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,3,3,5,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
17363,21974,Test Apprenant,Formation Test - Cybersécurité Fondamentale,5,3,4,3,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
17364,21974,Test Apprenant,Formation Test - Cybersécurité Fondamentale,5,5,5,5,3,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
17365,22184,Moncef Bouslama,ITIL 4 Foundation - Gestion des Services IT,5,3,3,5,5,3,Formation très intéressante et enrichissante.
17366,22154,Sonia Ben Salah,ITIL 4 Foundation - Gestion des Services IT,4,5,3,4,4,4,"Contenu bien structuré, formateur compétent."
17367,22204,Makram Hassen,ITIL 4 Foundation - Gestion des Services IT,4,3,5,5,4,3,Formation très intéressante et enrichissante.
17368,22245,Bilel Bouzid,ITIL 4 Foundation - Gestion des Services IT,5,5,4,5,4,4,"Contenu bien structuré, formateur compétent."
17369,23078,Chedly Mansouri,ITIL 4 Foundation - Gestion des Services IT,3,4,3,5,3,4,"Contenu bien structuré, formateur compétent."
17370,22964,Hana Horchani,ITIL 4 Foundation - Gestion des Services IT,3,5,4,3,5,4,"Contenu bien structuré, formateur compétent."
17371,22962,Yosra Bouslama,ITIL 4 Foundation - Gestion des Services IT,5,4,5,3,5,5,Formation très intéressante et enrichissante.
17372,22966,Mohamed Jemli,ITIL 4 Foundation - Gestion des Services IT,5,4,3,4,4,3,"Contenu bien structuré, formateur compétent."
17373,22922,Amira Ben Ali,ITIL 4 Foundation - Gestion des Services IT,4,5,5,3,3,3,Formation très intéressante et enrichissante.
17374,22903,Wael Hleli,ITIL 4 Foundation - Gestion des Services IT,3,4,4,5,4,4,"Contenu bien structuré, formateur compétent."
17375,22932,Nesrine Daoud,ITIL 4 Foundation - Gestion des Services IT,3,4,3,5,4,5,Formation très intéressante et enrichissante.
17376,22956,Mariam Chihaoui,ITIL 4 Foundation - Gestion des Services IT,5,4,5,4,5,5,"Contenu bien structuré, formateur compétent."
17377,22756,Thouraya Horchani,ITIL 4 Foundation - Gestion des Services IT,4,5,4,5,3,5,"Contenu bien structuré, formateur compétent."
17378,22975,Lamia Hamdi,ITIL 4 Foundation - Gestion des Services IT,3,3,3,5,5,3,Formation très intéressante et enrichissante.
17379,23061,Ahlem Mansouri,ITIL 4 Foundation - Gestion des Services IT,5,3,3,3,4,3,"Contenu bien structuré, formateur compétent."
17380,23005,Karima Rekik,ITIL 4 Foundation - Gestion des Services IT,4,4,5,3,5,5,"Contenu bien structuré, formateur compétent."
17381,22687,Besma Bouslama,ITIL 4 Foundation - Gestion des Services IT,4,3,4,5,3,5,Formation très intéressante et enrichissante.
17382,22184,Moncef Bouslama,ITIL 4 Foundation - Gestion des Services IT,4,4,5,5,5,4,"Contenu bien structuré, formateur compétent."
17383,22245,Bilel Bouzid,ITIL 4 Foundation - Gestion des Services IT,3,5,5,4,3,5,"Contenu bien structuré, formateur compétent."
17384,23078,Chedly Mansouri,ITIL 4 Foundation - Gestion des Services IT,3,5,5,5,5,3,Formation très intéressante et enrichissante.
17385,22964,Hana Horchani,ITIL 4 Foundation - Gestion des Services IT,4,5,5,4,5,3,"Contenu bien structuré, formateur compétent."
17386,22966,Mohamed Jemli,ITIL 4 Foundation - Gestion des Services IT,4,4,3,5,5,4,Formation très intéressante et enrichissante.
17387,22887,Fethi Chihaoui,ITIL 4 Foundation - Gestion des Services IT,5,3,3,4,3,5,Formation très intéressante et enrichissante.
17388,22885,Yosra Hadj,ITIL 4 Foundation - Gestion des Services IT,4,4,3,4,4,5,"Contenu bien structuré, formateur compétent."
17389,22903,Wael Hleli,ITIL 4 Foundation - Gestion des Services IT,3,5,3,3,4,4,Formation très intéressante et enrichissante.
17390,22910,Rim Mejri,ITIL 4 Foundation - Gestion des Services IT,5,3,4,4,5,5,"Contenu bien structuré, formateur compétent."
17391,22932,Nesrine Daoud,ITIL 4 Foundation - Gestion des Services IT,3,3,3,3,4,3,"Contenu bien structuré, formateur compétent."
17392,22956,Mariam Chihaoui,ITIL 4 Foundation - Gestion des Services IT,4,3,5,3,5,4,Formation très intéressante et enrichissante.
17393,22756,Thouraya Horchani,ITIL 4 Foundation - Gestion des Services IT,4,4,4,4,5,4,Formation très intéressante et enrichissante.
17394,22687,Besma Bouslama,ITIL 4 Foundation - Gestion des Services IT,5,4,4,3,3,3,"Contenu bien structuré, formateur compétent."
17395,22154,Sonia Ben Salah,ITIL 4 Foundation - Gestion des Services IT,4,5,4,3,5,5,"Contenu bien structuré, formateur compétent."
17396,22204,Makram Hassen,ITIL 4 Foundation - Gestion des Services IT,4,5,4,4,5,3,"Contenu bien structuré, formateur compétent."
17397,22245,Bilel Bouzid,ITIL 4 Foundation - Gestion des Services IT,3,5,5,4,5,4,"Contenu bien structuré, formateur compétent."
17398,23078,Chedly Mansouri,ITIL 4 Foundation - Gestion des Services IT,4,4,3,4,3,5,"Contenu bien structuré, formateur compétent."
17399,22964,Hana Horchani,ITIL 4 Foundation - Gestion des Services IT,5,3,4,5,4,3,"Contenu bien structuré, formateur compétent."
17400,22962,Yosra Bouslama,ITIL 4 Foundation - Gestion des Services IT,4,4,3,5,3,4,"Contenu bien structuré, formateur compétent."
17401,22966,Mohamed Jemli,ITIL 4 Foundation - Gestion des Services IT,4,3,4,5,5,4,"Contenu bien structuré, formateur compétent."
17402,22922,Amira Ben Ali,ITIL 4 Foundation - Gestion des Services IT,3,5,4,4,4,4,Formation très intéressante et enrichissante.
17403,22887,Fethi Chihaoui,ITIL 4 Foundation - Gestion des Services IT,3,3,5,3,4,5,Formation très intéressante et enrichissante.
17404,22885,Yosra Hadj,ITIL 4 Foundation - Gestion des Services IT,3,3,3,4,5,3,"Contenu bien structuré, formateur compétent."
17405,22910,Rim Mejri,ITIL 4 Foundation - Gestion des Services IT,4,4,5,3,5,4,Formation très intéressante et enrichissante.
17406,22915,Nour Mrad,ITIL 4 Foundation - Gestion des Services IT,3,4,4,3,3,3,Formation très intéressante et enrichissante.
17407,22932,Nesrine Daoud,ITIL 4 Foundation - Gestion des Services IT,4,4,4,4,3,5,Formation très intéressante et enrichissante.
17408,22756,Thouraya Horchani,ITIL 4 Foundation - Gestion des Services IT,4,3,5,5,3,3,Formation très intéressante et enrichissante.
17409,23061,Ahlem Mansouri,ITIL 4 Foundation - Gestion des Services IT,3,5,5,3,3,4,"Contenu bien structuré, formateur compétent."
17410,23005,Karima Rekik,ITIL 4 Foundation - Gestion des Services IT,3,4,3,5,3,4,Formation très intéressante et enrichissante.
17411,23109,Dorsaf Ghali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,4,5,3,4,4,"Contenu bien structuré, formateur compétent."
17412,22693,Mohamed Omrani,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,5,3,4,5,3,Formation très intéressante et enrichissante.
17413,22671,Aymen Louati,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,5,3,5,5,3,Formation très intéressante et enrichissante.
17414,22745,Zohra Bouhamed,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,3,3,3,4,5,"Contenu bien structuré, formateur compétent."
17415,22722,Marwan Mrad,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,5,3,3,4,Formation très intéressante et enrichissante.
17416,22692,Ikram Fourati,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,5,3,3,3,5,Formation très intéressante et enrichissante.
17417,22676,Zohra Karray,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,3,5,3,3,3,Formation très intéressante et enrichissante.
17418,22648,Nader Derbali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,3,4,3,4,"Contenu bien structuré, formateur compétent."
17419,22501,Dorra Neffati,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,3,3,4,3,5,Formation très intéressante et enrichissante.
17420,22512,Olfa Hamdi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,4,5,3,5,"Contenu bien structuré, formateur compétent."
17421,22686,Fatma Ghanmi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,5,3,5,5,4,Formation très intéressante et enrichissante.
17422,22742,Taoufik Ktari,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,5,4,4,4,5,Formation très intéressante et enrichissante.
17423,22752,Karima Marzouki,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,4,4,3,4,4,"Contenu bien structuré, formateur compétent."
17424,22981,Farouk Jelassi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,4,5,3,3,4,Formation très intéressante et enrichissante.
17425,22913,Intissar Kchir,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,4,3,4,5,5,"Contenu bien structuré, formateur compétent."
17426,22987,Aymen Mestiri,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,4,4,3,5,5,Formation très intéressante et enrichissante.
17427,22523,Ridha Labidi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,5,3,3,3,4,Formation très intéressante et enrichissante.
17428,22652,Dorsaf Gharbi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,4,5,3,5,4,"Contenu bien structuré, formateur compétent."
17429,22220,Ahlem Ferchichi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,5,4,5,4,Formation très intéressante et enrichissante.
17430,22715,Ines Guizani,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,3,5,3,4,"Contenu bien structuré, formateur compétent."
17431,22129,Takwa Mestiri,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,4,3,3,5,4,"Contenu bien structuré, formateur compétent."
17432,22256,Ghazi Ben Youssef,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,4,3,5,4,4,Formation très intéressante et enrichissante.
17433,22171,Rania Jouini,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,4,4,5,3,4,"Contenu bien structuré, formateur compétent."
17434,22671,Aymen Louati,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,3,3,3,5,4,"Contenu bien structuré, formateur compétent."
17435,22722,Marwan Mrad,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,5,3,3,3,4,"Contenu bien structuré, formateur compétent."
