ID,Nom,Email,Rôle,Téléphone,Pays,Ville,Date de naissance,Centres d'intérêt
16204,Test Apprenant,testapprenant25@gmail.com,apprenant,+21698123456,Tunisie,Tunis,2000-05-26,"Développement web, Cloud computing"
16205,Test Formateur,formateurtest7@gmail.com,formateur,+21697123456,Tunisie,Sfax,1990-03-18,"Gestion de projet, DevOps"
16206,Fadoua Abdelhak,fadoua.abdelhak@polytechnicien.tn,admin,+21696123456,Tunisie,Tunis,1985-04-23,"IT Governance, Formation professionnelle"
16207,Sami Jebali,sami.jebali188@outlook.com,formateur,+21696447915,Tunisie,Bizerte,1991-11-17,"Coaching, Ressources humaines, Lean management, Management, Audit, Développement web"
16208,Wassim Jazi,wassim.jazi519@live.com,formateur,+21694280127,Tunisie,Tunis,1972-07-10,"IoT, Agile, Business intelligence"
16209,Khaled Labidi,khaled.labidi567@hotmail.com,formateur,+21627208300,Tunisie,Ben Arous,1990-12-31,"Blockchain, Agile, IoT, Développement web, Business intelligence, Stratégie d'entreprise"
16210,Nabil Mestiri,nabil.mestiri309@yahoo.fr,formateur,+21699123677,Tunisie,Kasserine,1985-09-25,"Agile, Marketing digital, Finance"
16211,Ahlem Mabrouk,ahlem.mabrouk79@yahoo.fr,formateur,+21629002110,Tunisie,Gafsa,1982-11-21,"IoT, Intelligence artificielle, Agile, Cloud computing, Coaching"
16212,Wafa Hachicha,wafa.hachicha925@laposte.net,formateur,+21651191407,Tunisie,Manouba,1976-01-03,"Digital transformation, Formation professionnelle, Veille technologique, Leadership, Qualité, Entrepreneuriat"
16213,Bassem Layouni,bassem.layouni430@topnet.tn,formateur,+21699512165,Tunisie,Sfax,1962-07-26,"ITIL, Informatique, Finance, Marketing digital, Conseil, Qualité"
16214,Amel Khlif,amel.khlif949@outlook.com,formateur,+21656109072,Tunisie,Sidi Bouzid,1992-04-23,"IoT, Agile, Cloud computing"
16215,Nesrine Meddeb,nesrine.meddeb447@hotmail.com,formateur,+21624529930,Tunisie,Zaghouan,1974-11-06,"Machine learning, Lean management, DevOps, Digital transformation, Conseil, Finance"
16216,Amine Horchani,amine.horchani935@hotmail.com,formateur,+21690858570,Tunisie,Jendouba,1985-02-17,"Communication, Qualité, Agile, Informatique"
16217,Zeineb Bouaziz,zeineb.bouaziz466@outlook.com,formateur,+21658605099,Tunisie,Kairouan,1970-07-19,"Veille technologique, Technologie, Lean management"
16218,Ines Daoud,ines.daoud484@topnet.tn,formateur,+21650555622,Tunisie,Jendouba,1963-03-02,"Veille technologique, Innovation, Formation professionnelle, Leadership, Technologie"
16219,Karim Laabidi,karim.laabidi414@topnet.tn,formateur,+21699150221,Tunisie,Mahdia,1993-04-25,"Business intelligence, ITIL, Agile, Management, Finance"
16220,Walid Jouini,walid.jouini680@gmail.com,formateur,+21620937871,Tunisie,Nabeul,1973-01-05,"Intelligence artificielle, Marketing digital, Audit"
16221,Ahmed Horchani,ahmed.horchani438@gmail.com,formateur,+21690872677,Tunisie,Sousse,1985-05-03,"Conseil, Cloud computing, Digital transformation, Développement web"
16222,Jamel Guizani,jamel.guizani812@laposte.net,formateur,+21693411556,Tunisie,Nabeul,1978-03-18,"Analyse de données, Lean management, Ressources humaines, Conseil, Technologie"
16223,Tarek Chedly,tarek.chedly245@gmail.com,formateur,+21653154765,Tunisie,Monastir,1963-07-01,"Informatique, Qualité, Technologie, Cybersécurité, Blockchain, Audit"
16224,Zouheir Mansouri,zouheir.mansouri264@yahoo.fr,formateur,+21620012145,Tunisie,Médenine,1961-06-30,"Digital transformation, Certification, Technologie, DevOps, Mentoring"
16225,Sonia Bouzid,sonia.bouzid307@live.com,formateur,+21621228063,Tunisie,Tataouine,1983-11-10,"Management, Technologie, Finance, Blockchain, Digital transformation"
16226,Maroua Miled,maroua.miled830@outlook.com,formateur,+21629553327,Tunisie,Jendouba,1978-01-31,"Innovation, Ressources humaines"
16227,Mehdi Chaabane,mehdi.chaabane666@gmail.com,formateur,+21692827640,Tunisie,Kébili,1979-12-26,"Communication, Business intelligence"
16228,Chedly Karoui,chedly.karoui509@hotmail.com,formateur,+21657163997,Tunisie,Ariana,1992-04-24,"Machine learning, Veille technologique"
16229,Latifa Ghanmi,latifa.ghanmi54@live.com,formateur,+21694604342,Tunisie,Tozeur,1971-02-25,"Cloud computing, Agile, Coaching, Ressources humaines, Qualité"
16230,Yassine Layouni,yassine.layouni770@laposte.net,formateur,+21695669593,Tunisie,Ben Arous,1983-01-03,"Conseil, Marketing digital, Agile"
16231,Sofiane Labidi,sofiane.labidi921@laposte.net,formateur,+21627976187,Tunisie,Kasserine,1973-07-12,"Finance, Conseil, Digital transformation, Communication"
16232,Manel Khlif,manel.khlif843@live.com,formateur,+21696167835,Tunisie,Gafsa,1971-12-03,"Business intelligence, Finance, Innovation, Management, Audit"
16233,Sami Ben Ali,sami.ben.ali678@topnet.tn,formateur,+21629699014,Tunisie,Kasserine,1979-05-01,"Cybersécurité, Coaching, Audit, Veille technologique, Leadership, Certification"
16234,Jamel Derbali,jamel.derbali457@orange.tn,formateur,+21626617639,Tunisie,Mahdia,1969-05-13,"Certification, Mentoring, DevOps"
16235,Samir Khlif,samir.khlif804@laposte.net,formateur,+21694560935,Tunisie,Monastir,1981-08-17,"IoT, Mentoring"
16236,Hiba Dhouib,hiba.dhouib63@topnet.tn,formateur,+21652534816,Tunisie,Kairouan,1991-04-01,"Agile, Digital transformation, Gestion de projet, Lean management"
16237,Ahlem Hadj,ahlem.hadj482@laposte.net,formateur,+21628007686,Tunisie,Nabeul,1964-09-20,"Finance, Gestion de projet"
16238,Fatma Horchani,fatma.horchani531@gmail.com,formateur,+21698745310,Tunisie,Ariana,1983-06-24,"Veille technologique, Ressources humaines, Management"
16239,Walid Mrad,walid.mrad882@yahoo.fr,formateur,+21699046839,Tunisie,Tozeur,1973-11-04,"DevOps, ITIL, Innovation, Certification"
16240,Lamia Jouini,lamia.jouini949@yahoo.fr,formateur,+21654604107,Tunisie,Siliana,1977-03-31,"Informatique, Gestion de projet"
16241,Nabil Mejri,nabil.mejri547@topnet.tn,formateur,+21652092450,Tunisie,Sidi Bouzid,1965-01-01,"Analyse de données, Entrepreneuriat, Audit, Coaching, Formation professionnelle, Cybersécurité"
16242,Hatem Fkih,hatem.fkih677@laposte.net,formateur,+21653799718,Tunisie,Gafsa,1994-07-23,"Technologie, Formation professionnelle, Gestion de projet, Lean management, Leadership, Entrepreneuriat"
