ID,ID Utilisateur,Nom Utilisateur,Formation,Clarté,Objectifs,Niveau,Formateur,Matériels,Note Globale,Commentaires
15648,19665,Test Apprenant,Formation Test - Développement Web Avancé,5,5,4,3,5,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
15649,19665,Test Apprenant,Formation Test - Développement Web Avancé,4,3,5,4,3,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
15650,19665,Test Apprenant,Formation Test - Développement Web Avancé,3,3,5,5,4,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
15651,19665,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,4,4,4,4,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
15652,19665,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,3,4,4,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
15653,19665,Test Apprenant,Formation Test - Cybersécurité Fondamentale,5,4,5,4,4,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
15654,19665,Test Apprenant,Formation Test - Développement Web Avancé,5,5,3,4,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
15655,19665,Test Apprenant,Formation Test - Développement Web Avancé,5,5,3,4,4,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
15656,19665,Test Apprenant,Formation Test - Développement Web Avancé,5,3,5,3,3,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
15657,19665,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,3,4,3,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
15658,19665,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,5,3,3,5,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
15659,19665,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,3,5,5,5,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
15660,20454,Karim Louati,ITIL 4 Foundation - Gestion des Services IT,4,5,4,3,3,5,Formation très intéressante et enrichissante.
15661,20594,Yosra Gasmi,ITIL 4 Foundation - Gestion des Services IT,4,4,3,3,3,5,Formation très intéressante et enrichissante.
15662,20384,Wided Hmida,ITIL 4 Foundation - Gestion des Services IT,4,4,4,3,5,5,"Contenu bien structuré, formateur compétent."
15663,20510,Ahmed Hachicha,ITIL 4 Foundation - Gestion des Services IT,3,4,4,3,5,4,"Contenu bien structuré, formateur compétent."
15664,20479,Maher Hamdi,ITIL 4 Foundation - Gestion des Services IT,3,5,4,4,5,3,"Contenu bien structuré, formateur compétent."
15665,20546,Ridha Hachicha,ITIL 4 Foundation - Gestion des Services IT,5,5,4,4,4,4,Formation très intéressante et enrichissante.
15666,20481,Zied Miled,ITIL 4 Foundation - Gestion des Services IT,4,5,3,4,4,5,"Contenu bien structuré, formateur compétent."
15667,20541,Taoufik Fkih,ITIL 4 Foundation - Gestion des Services IT,4,3,4,4,3,4,Formation très intéressante et enrichissante.
15668,20550,Hiba Derbali,ITIL 4 Foundation - Gestion des Services IT,4,5,5,5,4,3,Formation très intéressante et enrichissante.
15669,19940,Fadia Omrani,ITIL 4 Foundation - Gestion des Services IT,4,4,4,3,4,3,Formation très intéressante et enrichissante.
15670,20225,Marwan Chaieb,ITIL 4 Foundation - Gestion des Services IT,4,5,3,5,5,5,Formation très intéressante et enrichissante.
15671,20155,Latifa Hadj,ITIL 4 Foundation - Gestion des Services IT,5,5,3,4,5,3,Formation très intéressante et enrichissante.
15672,20501,Mohamed Neffati,ITIL 4 Foundation - Gestion des Services IT,4,4,4,3,3,3,Formation très intéressante et enrichissante.
15673,20454,Karim Louati,ITIL 4 Foundation - Gestion des Services IT,3,3,3,3,5,3,Formation très intéressante et enrichissante.
15674,20594,Yosra Gasmi,ITIL 4 Foundation - Gestion des Services IT,4,4,5,5,4,5,"Contenu bien structuré, formateur compétent."
15675,20384,Wided Hmida,ITIL 4 Foundation - Gestion des Services IT,4,3,4,5,5,4,Formation très intéressante et enrichissante.
15676,20510,Ahmed Hachicha,ITIL 4 Foundation - Gestion des Services IT,5,5,3,5,4,4,"Contenu bien structuré, formateur compétent."
15677,20500,Samia Horchani,ITIL 4 Foundation - Gestion des Services IT,4,5,4,3,5,5,"Contenu bien structuré, formateur compétent."
15678,20486,Rim Chaabane,ITIL 4 Foundation - Gestion des Services IT,4,3,5,4,3,3,Formation très intéressante et enrichissante.
15679,20546,Ridha Hachicha,ITIL 4 Foundation - Gestion des Services IT,5,4,4,5,3,4,Formation très intéressante et enrichissante.
15680,20481,Zied Miled,ITIL 4 Foundation - Gestion des Services IT,5,4,4,3,3,4,Formation très intéressante et enrichissante.
15681,20541,Taoufik Fkih,ITIL 4 Foundation - Gestion des Services IT,4,3,4,4,3,3,Formation très intéressante et enrichissante.
15682,20550,Hiba Derbali,ITIL 4 Foundation - Gestion des Services IT,5,3,4,5,4,5,Formation très intéressante et enrichissante.
15683,20002,Tarek Hamza,ITIL 4 Foundation - Gestion des Services IT,4,4,5,5,5,5,"Contenu bien structuré, formateur compétent."
15684,19887,Sabrine Chihaoui,ITIL 4 Foundation - Gestion des Services IT,5,5,3,5,5,5,Formation très intéressante et enrichissante.
15685,19827,Khaled Maaloul,ITIL 4 Foundation - Gestion des Services IT,4,4,3,5,4,4,Formation très intéressante et enrichissante.
15686,19940,Fadia Omrani,ITIL 4 Foundation - Gestion des Services IT,4,5,3,4,5,3,"Contenu bien structuré, formateur compétent."
