ID,ID Utilisateur,Nom Utilisateur,Email Utilisateur,ID Formation,Titre Formation,Date Formation,Date Achat
19943,19665,Test Apprenant,testapprenant25@gmail.com,373,Formation Test - Développement Web Avancé,2025-05-19,2025-05-14
19944,19665,Test Apprenant,testapprenant25@gmail.com,374,Formation Test - Cybersécurité Fondamentale,2025-05-17,2025-05-05
19945,19665,Test Apprenant,testapprenant25@gmail.com,375,Formation Test - Développement Web Avancé,2025-05-19,2025-05-13
19946,19665,Test Apprenant,testapprenant25@gmail.com,376,Formation Test - Cybersécurité Fondamentale,2025-04-23,2025-04-16
19947,20454,Karim Louati,karim.louati807@live.com,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-19
19948,20594,Yosra Gasmi,yosra.gasmi236@live.com,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-01-28
19949,20384,Wided Hmida,wided.hmida741@live.com,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-10
19950,20438,Farah Ben Ahmed,farah.ben.ahmed495@laposte.net,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-01-25
19951,20510,Ahmed Hachicha,ahmed.hachicha255@yahoo.fr,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-01-28
19952,20479,Maher Hamdi,maher.hamdi492@laposte.net,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-01-24
19953,20537,Zied Landolsi,zied.landolsi340@gmail.com,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-05
19954,20500,Samia Horchani,samia.horchani814@topnet.tn,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-20
19955,20486,Rim Chaabane,rim.chaabane671@live.com,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-15
19956,20546,Ridha Hachicha,ridha.hachicha160@hotmail.com,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-18
19957,20481,Zied Miled,zied.miled941@laposte.net,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-13
19958,20541,Taoufik Fkih,taoufik.fkih780@orange.tn,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-01
19959,20550,Hiba Derbali,hiba.derbali281@topnet.tn,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-12
19960,20495,Wided Jouini,wided.jouini819@yahoo.fr,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-14
19961,19871,Nader Trabelsi,nader.trabelsi666@yahoo.fr,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-01-27
19962,20002,Tarek Hamza,tarek.hamza543@topnet.tn,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-01-23
19963,19887,Sabrine Chihaoui,sabrine.chihaoui562@yahoo.fr,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-08
19964,20436,Dorsaf Maaloul,dorsaf.maaloul258@laposte.net,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-01-24
19965,19827,Khaled Maaloul,khaled.maaloul332@gmail.com,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-01
19966,19940,Fadia Omrani,fadia.omrani328@hotmail.com,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-14
19967,20225,Marwan Chaieb,marwan.chaieb924@hotmail.com,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-05
19968,20710,Ali Mansouri,ali.mansouri808@yahoo.fr,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-12
19969,20155,Latifa Hadj,latifa.hadj604@outlook.com,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-13
19970,20501,Mohamed Neffati,mohamed.neffati928@hotmail.com,377,ITIL 4 Foundation - Gestion des Services IT,2025-02-21,2025-02-10
19971,20595,Mariam Rekik,mariam.rekik151@orange.tn,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-24
19972,19918,Salma Guesmi,salma.guesmi37@gmail.com,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-22
19973,20156,Mariam Mansouri,mariam.mansouri135@hotmail.com,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-19
19974,19828,Wassim Gharbi,wassim.gharbi562@orange.tn,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-29
19975,19894,Takwa Landolsi,takwa.landolsi305@orange.tn,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-31
19976,19917,Taoufik Ezzine,taoufik.ezzine120@live.com,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-13
19977,19897,Fatma Kchir,fatma.kchir110@hotmail.com,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-26
19978,19841,Takwa Omrani,takwa.omrani980@outlook.com,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-09
19979,20264,Lobna Trabelsi,lobna.trabelsi595@gmail.com,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-22
19980,20387,Manel Ouali,manel.ouali127@yahoo.fr,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-26
19981,20175,Hichem Neffati,hichem.neffati916@hotmail.com,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-28
19982,19863,Khadija Mansouri,khadija.mansouri300@topnet.tn,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-08
19983,20403,Nesrine Chebbi,nesrine.chebbi751@hotmail.com,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-02
19984,20498,Wael Nabli,wael.nabli859@topnet.tn,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-05
19985,20442,Zied Jouini,zied.jouini833@live.com,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-07
19986,20421,Bochra Khlif,bochra.khlif942@topnet.tn,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-11
19987,19859,Mohamed Ghorbel,mohamed.ghorbel733@topnet.tn,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-24
19988,20419,Zohra Hmida,zohra.hmida992@outlook.com,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-10
19989,20476,Olfa Marzouki,olfa.marzouki198@yahoo.fr,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-15
19990,20456,Chiraz Mejri,chiraz.mejri953@laposte.net,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-10
19991,20122,Rania Chedly,rania.chedly709@laposte.net,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-15
19992,20152,Rami Bouslama,rami.bouslama312@laposte.net,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-02
19993,20230,Nour Dhouib,nour.dhouib83@laposte.net,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-03
19994,19996,Najoua Chihaoui,najoua.chihaoui706@yahoo.fr,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-31
19995,20413,Yasmine Mejri,yasmine.mejri350@outlook.com,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-08
19996,20558,Karima Bouaziz,karima.bouaziz808@gmail.com,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-09
19997,19893,Nabil Mabrouk,nabil.mabrouk460@orange.tn,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-17
19998,19974,Moez Derbali,moez.derbali429@live.com,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-09
19999,19913,Latifa Marzouki,latifa.marzouki848@yahoo.fr,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-09
20000,20510,Ahmed Hachicha,ahmed.hachicha255@yahoo.fr,378,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",2025-03-31,2025-03-27
