ID,ID Utilisateur,Nom Utilisateur,Email Utilisateur,ID Formation,Titre Formation,Date Formation,Date Achat
23104,21691,Mariam Dali,mariam.dali66@topnet.tn,410,Certified Information Systems Security Professional (CISSP),2025-02-24,2025-02-08
23105,21691,Mariam Dali,mariam.dali66@topnet.tn,407,Google Cloud Professional Cloud Architect,2025-04-07,2025-04-03
23106,21692,Maher Layouni,maher.layouni583@orange.tn,411,Data Science avec Python,2025-05-01,2025-04-26
23107,21693,Lobna Ben Youssef,lobna.ben.youssef505@outlook.com,410,Certified Information Systems Security Professional (CISSP),2025-02-24,2025-02-12
23108,21693,Lobna Ben Youssef,lobna.ben.youssef505@outlook.com,397,Formation Test - Cybersécurité Fondamentale,2025-03-12,2025-03-06
23109,21693,Lobna Ben Youssef,lobna.ben.youssef505@outlook.com,399,Formation Test - Cybersécurité Fondamentale,2025-05-02,2025-04-16
23110,21695,Slim Bouslama,slim.bouslama157@orange.tn,413,Intelligence Artificielle pour managers,2025-05-01,2025-04-15
23111,21695,Slim Bouslama,slim.bouslama157@orange.tn,399,Formation Test - Cybersécurité Fondamentale,2025-05-02,2025-04-15
23112,21696,Farouk Chedly,farouk.chedly36@topnet.tn,412,Blockchain pour les entreprises,2025-04-21,2025-04-13
23113,21696,Farouk Chedly,farouk.chedly36@topnet.tn,405,AWS Certified Solutions Architect - Associate,2025-03-01,2025-02-08
23114,21696,Farouk Chedly,farouk.chedly36@topnet.tn,414,Cybersécurité opérationnelle,2025-03-10,2025-03-06
23115,21697,Nesrine Hachicha,nesrine.hachicha564@yahoo.fr,399,Formation Test - Cybersécurité Fondamentale,2025-05-02,2025-04-23
23116,21698,Slim Nabli,slim.nabli691@yahoo.fr,398,Formation Test - Développement Web Avancé,2025-03-14,2025-02-24
23117,21699,Hajer Jebali,hajer.jebali656@live.com,409,Project Management Professional (PMP),2025-01-22,2025-01-12
23118,21699,Hajer Jebali,hajer.jebali656@live.com,398,Formation Test - Développement Web Avancé,2025-03-14,2025-03-08
23119,21700,Emna Karray,emna.karray559@outlook.com,396,Formation Test - Développement Web Avancé,2025-05-26,2025-04-30
23120,21700,Emna Karray,emna.karray559@outlook.com,400,ITIL 4 Foundation - Gestion des Services IT,2025-04-03,2025-03-15
23121,21701,Mohamed Maaloul,mohamed.maaloul397@topnet.tn,399,Formation Test - Cybersécurité Fondamentale,2025-05-02,2025-04-20
23122,21703,Samia Jemli,samia.jemli987@orange.tn,400,ITIL 4 Foundation - Gestion des Services IT,2025-04-03,2025-03-31
23123,21704,Emna Khedher,emna.khedher336@yahoo.fr,409,Project Management Professional (PMP),2025-01-22,2025-01-13
23124,21704,Emna Khedher,emna.khedher336@yahoo.fr,402,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",2025-02-10,2025-01-27
