ID,Nom,Email,Rôle,Téléphone,Pays,Ville,Date de naissance,Centres d'intérêt
15238,Manel Horchani,manel.horchani377@yahoo.fr,apprenant,+21657974242,Tunisie,Siliana,2003-04-12,"Cloud computing, Communication, Intelligence artificielle, Analyse de données, Veille technologique, Technologie"
15239,Ikram Limam,ikram.limam558@yahoo.fr,apprenant,+21659120443,Tunisie,Monastir,2007-02-22,"Business intelligence, Communication, DevOps, Ressources humaines"
15240,Salah Karoui,salah.karoui352@gmail.com,apprenant,+21690612116,Tunisie,Kasserine,1994-07-01,"Innovation, ITIL, Mentoring, Informatique"
15241,Takwa Khedher,takwa.khedher954@hotmail.com,apprenant,+21653296161,Tunisie,Ariana,2005-07-05,"Technologie, Gestion de projet, Finance"
15242,Hiba Hleli,hiba.hleli313@yahoo.fr,apprenant,+21623893522,Tunisie,Kasserine,1990-07-11,"E-commerce, Cloud computing, Conseil, Lean management, Certification"
15243,Lobna Feriani,lobna.feriani139@hotmail.com,apprenant,+21625240165,Tunisie,Bizerte,2006-07-04,"Stratégie d'entreprise, E-commerce, IoT"
15244,Hana Dhouib,hana.dhouib114@orange.tn,apprenant,+21654098038,Tunisie,Ben Arous,1990-11-12,"Formation professionnelle, Technologie, Certification"
15245,Fatma Jebali,fatma.jebali423@yahoo.fr,apprenant,+21694181108,Tunisie,Kébili,1989-10-17,"Certification, Coaching, Digital transformation, Stratégie d'entreprise, Mentoring"
15246,Olfa Ghali,olfa.ghali604@topnet.tn,apprenant,+21625127157,Tunisie,Béja,2006-05-31,"Digital transformation, Développement web, Finance, Mentoring"
15247,Dalila Karray,dalila.karray967@outlook.com,apprenant,+21626046392,Tunisie,Le Kef,1992-05-12,"DevOps, Certification"
15248,Olfa Landolsi,olfa.landolsi990@laposte.net,apprenant,+21629529876,Tunisie,Siliana,2001-06-06,"Marketing digital, Business intelligence"
15249,Mohamed Fatnassi,mohamed.fatnassi405@outlook.com,apprenant,+21697547161,Tunisie,Zaghouan,2005-06-06,"Machine learning, Management, Veille technologique, ITIL, Innovation, Cloud computing"
15250,Khaled Ben Youssef,khaled.ben.youssef445@laposte.net,apprenant,+21695742780,Tunisie,Bizerte,1994-07-03,"IoT, Innovation, Qualité, Management, Finance, Développement web"
15251,Myriam Mahjoub,myriam.mahjoub527@topnet.tn,apprenant,+21659299172,Tunisie,Médenine,2002-11-27,"Analyse de données, Innovation, Gestion de projet"
15252,Olfa Landolsi,olfa.landolsi8@hotmail.com,apprenant,+21621465072,Tunisie,Nabeul,2006-05-11,"Communication, IoT"
15253,Ahlem Gabsi,ahlem.gabsi203@topnet.tn,apprenant,+21627415498,Tunisie,Gafsa,2001-07-21,"Développement web, Finance, Mentoring, Machine learning"
15254,Imed Limam,imed.limam790@orange.tn,apprenant,+21691929020,Tunisie,Gabès,1992-04-12,"Management, Audit, Digital transformation, Marketing digital, Business intelligence"
15255,Farah Louati,farah.louati610@yahoo.fr,apprenant,+21654564075,Tunisie,Kasserine,1994-03-13,"Finance, Veille technologique, IoT, Analyse de données"
15256,Emna Karray,emna.karray250@laposte.net,apprenant,+21692512310,Tunisie,Médenine,1994-05-06,"Intelligence artificielle, Gestion de projet, Qualité, Blockchain"
15257,Nader Dali,nader.dali353@orange.tn,apprenant,+21628644422,Tunisie,Gabès,1987-08-09,"Analyse de données, Formation professionnelle, E-commerce"
15258,Olfa Dridi,olfa.dridi763@gmail.com,apprenant,+21655366822,Tunisie,Zaghouan,1985-12-19,"IoT, DevOps"
15259,Dorra Hadj,dorra.hadj398@orange.tn,apprenant,+21691945938,Tunisie,Béja,1997-12-11,"E-commerce, Informatique, Communication, ITIL, Technologie, Marketing digital"
15260,Sami Ghali,sami.ghali457@outlook.com,apprenant,+21696135134,Tunisie,Jendouba,1995-07-06,"Business intelligence, Management, Qualité, Formation professionnelle"
15261,Najoua Ezzine,najoua.ezzine409@live.com,apprenant,+21691205737,Tunisie,Béja,1988-05-24,"Business intelligence, Coaching, Veille technologique, Agile, Blockchain, Stratégie d'entreprise"
15262,Maroua Kammoun,maroua.kammoun737@topnet.tn,apprenant,+21698862959,Tunisie,Jendouba,1999-01-10,"Cloud computing, Veille technologique"
15051,Test Apprenant,testapprenant25@gmail.com,apprenant,+21698123456,Tunisie,Tunis,2000-11-16,"Développement web, Cloud computing"
15052,Test Formateur,formateurtest7@gmail.com,formateur,+21697123456,Tunisie,Sfax,1990-07-01,"Gestion de projet, DevOps"
15053,Fadoua Abdelhak,fadoua.abdelhak@polytechnicien.tn,admin,+21696123456,Tunisie,Tunis,1985-05-14,"IT Governance, Formation professionnelle"
15054,Mehdi Jemli,mehdi.jemli64@outlook.com,formateur,+21690591805,Tunisie,Le Kef,1968-06-30,"ITIL, Certification, Management, Audit"
15055,Sabrine Chaieb,sabrine.chaieb368@orange.tn,formateur,+21655377165,Tunisie,Béja,1995-12-04,"Informatique, Entrepreneuriat"
15056,Emna Ben Ali,emna.ben.ali752@hotmail.com,formateur,+21699011442,Tunisie,Nabeul,1971-02-08,"Formation professionnelle, Ressources humaines"
15057,Najoua Mansouri,najoua.mansouri777@outlook.com,formateur,+21623487021,Tunisie,Tataouine,1989-03-04,"Gestion de projet, Analyse de données"
