ID,ID Utilisateur,Nom Utilisateur,Formation,Clarté,Objectifs,Niveau,Formateur,Matériels,Note Globale,Commentaires
12362,15400,Nesrine Hachicha,ITIL 4 Foundation - Gestion des Services IT,3,4,4,5,5,3,"Contenu bien structuré, formateur compétent."
12363,15570,Hana Hassen,ITIL 4 Foundation - Gestion des Services IT,4,5,4,5,5,3,"Contenu bien structuré, formateur compétent."
12364,15395,Ines Hleli,ITIL 4 Foundation - Gestion des Services IT,5,4,4,3,4,4,Formation très intéressante et enrichissante.
12365,15233,Ridha Hamza,ITIL 4 Foundation - Gestion des Services IT,3,5,5,4,3,5,"Contenu bien structuré, formateur compétent."
12366,15344,Bochra Hamza,ITIL 4 Foundation - Gestion des Services IT,4,5,4,5,5,3,"Contenu bien structuré, formateur compétent."
12367,15675,Fatma Jebali,ITIL 4 Foundation - Gestion des Services IT,3,5,5,3,4,3,Formation très intéressante et enrichissante.
12368,15595,Zeineb Hajji,ITIL 4 Foundation - Gestion des Services IT,4,3,3,5,3,5,Formation très intéressante et enrichissante.
12369,15554,Lobna Jazi,ITIL 4 Foundation - Gestion des Services IT,5,5,3,4,5,4,Formation très intéressante et enrichissante.
12370,16057,Wafa Nabli,ITIL 4 Foundation - Gestion des Services IT,3,4,5,5,5,3,Formation très intéressante et enrichissante.
12371,15592,Wafa Gharbi,ITIL 4 Foundation - Gestion des Services IT,3,3,5,5,3,3,"Contenu bien structuré, formateur compétent."
12372,15577,Emna Chaabane,ITIL 4 Foundation - Gestion des Services IT,5,3,3,4,5,5,Formation très intéressante et enrichissante.
12373,15643,Manel Ktari,ITIL 4 Foundation - Gestion des Services IT,5,3,4,4,3,5,"Contenu bien structuré, formateur compétent."
12374,15298,Wassim Chebbi,ITIL 4 Foundation - Gestion des Services IT,5,5,5,5,4,4,Formation très intéressante et enrichissante.
12375,15385,Aymen Ferjani,ITIL 4 Foundation - Gestion des Services IT,3,3,4,3,4,3,Formation très intéressante et enrichissante.
12376,15640,Farah Neffati,ITIL 4 Foundation - Gestion des Services IT,5,4,5,4,4,5,Formation très intéressante et enrichissante.
12377,16093,Dorsaf Ghali,ITIL 4 Foundation - Gestion des Services IT,4,4,3,4,4,4,Formation très intéressante et enrichissante.
12378,15399,Hiba Feriani,ITIL 4 Foundation - Gestion des Services IT,4,5,5,3,4,3,Formation très intéressante et enrichissante.
12379,15570,Hana Hassen,ITIL 4 Foundation - Gestion des Services IT,3,5,4,4,4,5,"Contenu bien structuré, formateur compétent."
12380,15233,Ridha Hamza,ITIL 4 Foundation - Gestion des Services IT,5,3,4,4,5,5,Formation très intéressante et enrichissante.
12381,15575,Jihene Daoud,ITIL 4 Foundation - Gestion des Services IT,5,4,3,5,5,4,Formation très intéressante et enrichissante.
12382,15675,Fatma Jebali,ITIL 4 Foundation - Gestion des Services IT,4,4,5,5,5,5,"Contenu bien structuré, formateur compétent."
12383,15995,Cyrine Ferjani,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,5,4,5,3,Formation très intéressante et enrichissante.
12384,15405,Nabil Omrani,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,4,5,3,5,3,"Contenu bien structuré, formateur compétent."
12385,15392,Salah Ben Youssef,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,3,3,5,4,5,Formation très intéressante et enrichissante.
12386,15395,Ines Hleli,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,5,3,3,5,5,"Contenu bien structuré, formateur compétent."
12387,15667,Dali Hmida,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,4,3,3,3,3,"Contenu bien structuré, formateur compétent."
12388,15393,Moncef Karray,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,4,3,4,3,4,Formation très intéressante et enrichissante.
12389,15509,Aymen Hamza,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,4,5,4,5,4,Formation très intéressante et enrichissante.
12390,15237,Yasmine Maaloul,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,5,4,3,3,5,Formation très intéressante et enrichissante.
12391,15335,Makram Chaieb,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,3,5,3,3,4,Formation très intéressante et enrichissante.
12392,15411,Rim Ghanmi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,4,5,4,4,4,Formation très intéressante et enrichissante.
12393,15386,Yassine Bouhamed,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,5,5,3,4,5,Formation très intéressante et enrichissante.
12394,15489,Tarek Ouali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,5,5,3,4,3,"Contenu bien structuré, formateur compétent."
12395,15405,Nabil Omrani,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,3,5,4,4,5,"Contenu bien structuré, formateur compétent."
12396,15395,Ines Hleli,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,5,3,4,4,5,Formation très intéressante et enrichissante.
12397,15667,Dali Hmida,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,5,4,5,5,4,Formation très intéressante et enrichissante.
12398,15393,Moncef Karray,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,4,5,3,5,4,Formation très intéressante et enrichissante.
12399,15237,Yasmine Maaloul,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,4,4,4,3,5,"Contenu bien structuré, formateur compétent."
12400,15335,Makram Chaieb,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,5,4,4,3,5,"Contenu bien structuré, formateur compétent."
12401,15411,Rim Ghanmi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,5,3,4,4,3,"Contenu bien structuré, formateur compétent."
12402,15398,Maroua Karray,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,4,5,4,4,3,"Contenu bien structuré, formateur compétent."
12403,15386,Yassine Bouhamed,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,4,3,5,5,4,Formation très intéressante et enrichissante.
12404,15489,Tarek Ouali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,5,5,4,3,"Contenu bien structuré, formateur compétent."
12405,15505,Aymen Ferchichi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,3,3,3,3,5,Formation très intéressante et enrichissante.
12406,15402,Ghada Bouaziz,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,5,3,3,3,4,Formation très intéressante et enrichissante.
12407,15509,Aymen Hamza,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,5,3,4,4,4,"Contenu bien structuré, formateur compétent."
12408,15567,Wael Mejri,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,3,3,3,3,4,"Contenu bien structuré, formateur compétent."
12409,15237,Yasmine Maaloul,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,4,5,5,4,5,"Contenu bien structuré, formateur compétent."
12410,15335,Makram Chaieb,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,3,5,4,5,Formation très intéressante et enrichissante.
12411,15398,Maroua Karray,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,5,5,3,3,5,Formation très intéressante et enrichissante.
12412,15386,Yassine Bouhamed,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,5,4,5,3,3,"Contenu bien structuré, formateur compétent."
12413,15489,Tarek Ouali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,4,4,3,3,4,"Contenu bien structuré, formateur compétent."
12414,15405,Nabil Omrani,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,5,3,4,4,3,"Contenu bien structuré, formateur compétent."
12415,15392,Salah Ben Youssef,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,4,5,5,4,3,Formation très intéressante et enrichissante.
12416,15395,Ines Hleli,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,4,4,3,5,4,Formation très intéressante et enrichissante.
12417,16101,Fethi Louati,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,3,3,3,3,Formation très intéressante et enrichissante.
12418,15509,Aymen Hamza,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,4,3,5,4,5,"Contenu bien structuré, formateur compétent."
12419,15567,Wael Mejri,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,5,4,5,5,5,Formation très intéressante et enrichissante.
12420,15335,Makram Chaieb,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,3,3,5,4,5,Formation très intéressante et enrichissante.
12421,15398,Maroua Karray,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,5,4,3,5,3,Formation très intéressante et enrichissante.
12422,15386,Yassine Bouhamed,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,4,4,4,4,3,"Contenu bien structuré, formateur compétent."
12423,15995,Cyrine Ferjani,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,3,3,4,3,4,Formation très intéressante et enrichissante.
12424,15489,Tarek Ouali,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,5,4,3,5,4,"Contenu bien structuré, formateur compétent."
12425,15618,Dorra Gasmi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,5,5,3,5,"Contenu bien structuré, formateur compétent."
12426,15392,Salah Ben Youssef,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,4,3,3,4,5,"Contenu bien structuré, formateur compétent."
12427,15505,Aymen Ferchichi,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,4,4,3,4,Formation très intéressante et enrichissante.
12428,15395,Ines Hleli,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,5,5,5,5,4,Formation très intéressante et enrichissante.
12429,15402,Ghada Bouaziz,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,4,4,3,4,"Contenu bien structuré, formateur compétent."
12430,15667,Dali Hmida,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,4,4,3,4,4,"Contenu bien structuré, formateur compétent."
12431,15393,Moncef Karray,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",4,3,3,3,4,5,Formation très intéressante et enrichissante.
12432,16101,Fethi Louati,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,4,3,4,5,Formation très intéressante et enrichissante.
12433,15509,Aymen Hamza,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,5,5,3,5,3,"Contenu bien structuré, formateur compétent."
12434,15567,Wael Mejri,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,3,4,3,4,Formation très intéressante et enrichissante.
12435,15237,Yasmine Maaloul,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",3,5,3,4,4,5,"Contenu bien structuré, formateur compétent."
12436,15335,Makram Chaieb,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,3,4,3,3,5,"Contenu bien structuré, formateur compétent."
12437,15398,Maroua Karray,"ITIL 4 Specialist: Créer, Livrer et Soutenir (CDS)",5,4,5,3,5,5,"Contenu bien structuré, formateur compétent."
12438,15782,Nesrine Ferjani,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3,3,3,3,4,5,Formation très intéressante et enrichissante.
12439,15806,Sonia Sellami,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4,3,5,4,3,3,"Contenu bien structuré, formateur compétent."
12440,15823,Farouk Ezzine,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,5,4,5,5,5,Formation très intéressante et enrichissante.
12441,15807,Moncef Rekik,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,3,4,4,3,5,"Contenu bien structuré, formateur compétent."
12442,15723,Ghada Bouslama,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,5,3,3,3,3,"Contenu bien structuré, formateur compétent."
12443,15836,Karim Kammoun,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,3,5,3,4,3,Formation très intéressante et enrichissante.
12444,15868,Farah Guesmi,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,5,3,3,3,3,Formation très intéressante et enrichissante.
12445,15844,Hedi Jebali,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",4,3,3,4,5,5,"Contenu bien structuré, formateur compétent."
12446,15623,Nesrine Maaloul,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3,4,4,4,3,5,"Contenu bien structuré, formateur compétent."
12447,16060,Amel Ghorbel,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",5,4,4,3,5,3,"Contenu bien structuré, formateur compétent."
12448,15553,Dorra Jebali,"ITIL 4 Specialist: Diriger, Planifier et Améliorer (DPI)",3,4,3,5,3,3,"Contenu bien structuré, formateur compétent."
12325,15051,Test Apprenant,Formation Test - Développement Web Avancé,3,3,3,4,4,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
12326,15051,Test Apprenant,Formation Test - Développement Web Avancé,5,3,4,4,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
12327,15051,Test Apprenant,Formation Test - Développement Web Avancé,4,4,5,4,4,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
12328,15051,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,5,3,3,5,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
12329,15051,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,4,3,4,4,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
12330,15051,Test Apprenant,Formation Test - Cybersécurité Fondamentale,3,4,4,4,3,4,Formation très intéressante et bien structurée. Le formateur était très compétent.
12331,15051,Test Apprenant,Formation Test - Développement Web Avancé,5,5,5,4,5,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
12332,15051,Test Apprenant,Formation Test - Développement Web Avancé,5,5,4,3,4,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
12333,15051,Test Apprenant,Formation Test - Développement Web Avancé,4,3,4,5,5,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
12334,15051,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,3,4,5,4,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
12335,15051,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,3,5,4,4,3,Formation très intéressante et bien structurée. Le formateur était très compétent.
12336,15051,Test Apprenant,Formation Test - Cybersécurité Fondamentale,4,3,4,5,5,5,Formation très intéressante et bien structurée. Le formateur était très compétent.
12337,16057,Wafa Nabli,ITIL 4 Foundation - Gestion des Services IT,4,3,4,3,3,3,"Contenu bien structuré, formateur compétent."
12338,15577,Emna Chaabane,ITIL 4 Foundation - Gestion des Services IT,4,5,5,5,5,5,Formation très intéressante et enrichissante.
12339,15579,Takwa Jemli,ITIL 4 Foundation - Gestion des Services IT,5,4,4,5,5,4,Formation très intéressante et enrichissante.
12340,15643,Manel Ktari,ITIL 4 Foundation - Gestion des Services IT,5,3,3,5,3,3,"Contenu bien structuré, formateur compétent."
12341,15298,Wassim Chebbi,ITIL 4 Foundation - Gestion des Services IT,5,4,4,5,3,4,Formation très intéressante et enrichissante.
12342,15423,Moez Chaabane,ITIL 4 Foundation - Gestion des Services IT,3,5,3,3,3,5,"Contenu bien structuré, formateur compétent."
12343,15385,Aymen Ferjani,ITIL 4 Foundation - Gestion des Services IT,4,4,4,4,3,5,Formation très intéressante et enrichissante.
12344,15640,Farah Neffati,ITIL 4 Foundation - Gestion des Services IT,4,4,3,4,5,4,"Contenu bien structuré, formateur compétent."
